"","X1","row","Variance_Component","SS","abs.SS.","omega2","Pvalue"
"4949",4,16883,"V_cov",-1.5298,1.5298,0.0221,0
"4950",5,16883,"V_error",28.9422,28.9422,0.4176,NA
"4951",1,16884,"V_g",12.3825,12.3825,0.1564,0
"4952",2,16884,"V_e",15.8629,15.8629,0.2003,0
"4953",3,16884,"V_gxe",35.1758,35.1758,0.4442,0
"4954",4,16884,"V_cov",5.5344,5.5344,0.0699,0
"4955",5,16884,"V_error",10.2318,10.2318,0.1292,NA
"4956",1,16885,"V_g",8.509,8.509,0.1442,0
"4957",2,16885,"V_e",13.9104,13.9104,0.2358,0
"4958",3,16885,"V_gxe",20.7529,20.7529,0.3518,0
"4959",4,16885,"V_cov",-7.5064,7.5064,0.1272,0
"4960",5,16885,"V_error",8.3202,8.3202,0.141,NA
"4961",1,16886,"V_g",25.4496,25.4496,0.3011,0
"4962",2,16886,"V_e",9.8222,9.8222,0.1162,0
"4963",3,16886,"V_gxe",13.6814,13.6814,0.1619,0
"4964",4,16886,"V_cov",-14.3667,14.3667,0.17,0
"4965",5,16886,"V_error",21.196,21.196,0.2508,NA
"4966",1,16887,"V_g",34.0936,34.0936,0.512,0
"4967",2,16887,"V_e",8.0676,8.0676,0.1211,0
"4968",3,16887,"V_gxe",12.1308,12.1308,0.1822,0
"4969",4,16887,"V_cov",4.2895,4.2895,0.0644,0
"4970",5,16887,"V_error",8.0108,8.0108,0.1203,NA
"4971",1,16888,"V_g",34.7056,34.7056,0.4679,0
"4972",2,16888,"V_e",5.1695,5.1695,0.0697,0
"4973",3,16888,"V_gxe",9.3793,9.3793,0.1265,0
"4974",4,16888,"V_cov",-5.7427,5.7427,0.0774,0
"4975",5,16888,"V_error",19.1715,19.1715,0.2585,NA
"4976",1,16889,"V_g",17.6368,17.6368,0.1964,0
"4977",2,16889,"V_e",5.3566,5.3566,0.0596,0
"4978",3,16889,"V_gxe",37.1124,37.1124,0.4132,0
"4979",4,16889,"V_cov",-0.0623,0.0623,7e-04,0
"4980",5,16889,"V_error",29.6408,29.6408,0.33,NA
"4981",1,16890,"V_g",10.2439,10.2439,0.1345,0
"4982",2,16890,"V_e",7.4124,7.4124,0.0973,0
"4983",3,16890,"V_gxe",29.1475,29.1475,0.3828,0
"4984",4,16890,"V_cov",-0.5803,0.5803,0.0076,0
"4985",5,16890,"V_error",28.7656,28.7656,0.3778,NA
"4986",1,16891,"V_g",2.7983,2.7983,0.0514,0
"4987",2,16891,"V_e",0.9863,0.9863,0.0181,0
"4988",3,16891,"V_gxe",27.0184,27.0184,0.496,0
"4989",4,16891,"V_cov",1.6118,1.6118,0.0296,0
"4990",5,16891,"V_error",22.0593,22.0593,0.405,NA
"4991",1,16892,"V_g",3.3797,3.3797,0.0761,0
"4992",2,16892,"V_e",9.0775,9.0775,0.2043,0
"4993",3,16892,"V_gxe",4.7928,4.7928,0.1079,0
"4994",4,16892,"V_cov",-4.6779,4.6779,0.1053,0
"4995",5,16892,"V_error",22.5056,22.5056,0.5065,NA
"4996",1,16893,"V_g",5.17,5.17,0.0696,0
"4997",2,16893,"V_e",18.1147,18.1147,0.244,0
"4998",3,16893,"V_gxe",29.056,29.056,0.3914,0
"4999",4,16893,"V_cov",4.4896,4.4896,0.0605,0
"5000",5,16893,"V_error",17.4145,17.4145,0.2346,NA
"5001",1,16894,"V_g",11.0302,11.0302,0.1725,0
"5002",2,16894,"V_e",8.6556,8.6556,0.1353,0
"5003",3,16894,"V_gxe",21.0819,21.0819,0.3296,0
"5004",4,16894,"V_cov",-3.4828,3.4828,0.0545,0
"5005",5,16894,"V_error",19.7099,19.7099,0.3082,NA
"5006",1,16895,"V_g",8.5676,8.5676,0.1033,0
"5007",2,16895,"V_e",4.1218,4.1218,0.0497,0
"5008",3,16895,"V_gxe",34.4264,34.4264,0.4149,0
"5009",4,16895,"V_cov",2.4397,2.4397,0.0294,0
"5010",5,16895,"V_error",33.4188,33.4188,0.4028,NA
"5011",1,16896,"V_g",13.7063,13.7063,0.1919,0
"5012",2,16896,"V_e",9.186,9.186,0.1286,0
"5013",3,16896,"V_gxe",18.1039,18.1039,0.2535,0
"5014",4,16896,"V_cov",-10.8501,10.8501,0.1519,0
"5015",5,16896,"V_error",19.5614,19.5614,0.2739,NA
"5016",1,16897,"V_g",18.4201,18.4201,0.3466,0
"5017",2,16897,"V_e",5.9978,5.9978,0.1128,0
"5018",3,16897,"V_gxe",14.2656,14.2656,0.2684,0
"5019",4,16897,"V_cov",3.7978,3.7978,0.0715,0
"5020",5,16897,"V_error",10.6702,10.6702,0.2008,NA
"5021",1,16898,"V_g",52.2172,52.2172,0.588,0
"5022",2,16898,"V_e",2.2148,2.2148,0.0249,0
"5023",3,16898,"V_gxe",7.4206,7.4206,0.0836,0
"5024",4,16898,"V_cov",-7.8239,7.8239,0.0881,0
"5025",5,16898,"V_error",19.1294,19.1294,0.2154,NA
"5026",1,16899,"V_g",13.1562,13.1562,0.2144,0
"5027",2,16899,"V_e",7.9173,7.9173,0.1291,0
"5028",3,16899,"V_gxe",12.9002,12.9002,0.2103,0
"5029",4,16899,"V_cov",5.1208,5.1208,0.0835,0
"5030",5,16899,"V_error",22.2549,22.2549,0.3628,NA
"5031",1,16900,"V_g",20.2658,20.2658,0.3874,0
"5032",2,16900,"V_e",0.9001,0.9001,0.0172,0
"5033",3,16900,"V_gxe",19.9728,19.9728,0.3818,0
"5034",4,16900,"V_cov",-2.9282,2.9282,0.056,0
"5035",5,16900,"V_error",8.2477,8.2477,0.1577,NA
"5036",1,16901,"V_g",96.8886,96.8886,0.3152,0
"5037",2,16901,"V_e",21.7218,21.7218,0.0707,0
"5038",3,16901,"V_gxe",106.2183,106.2183,0.3456,0
"5039",4,16901,"V_cov",27.2959,27.2959,0.0888,0
"5040",5,16901,"V_error",55.2421,55.2421,0.1797,NA
"5041",1,16902,"V_g",60.0325,60.0325,0.195,0
"5042",2,16902,"V_e",93.1929,93.1929,0.3027,0
"5043",3,16902,"V_gxe",48.2624,48.2624,0.1568,0
"5044",4,16902,"V_cov",44.4517,44.4517,0.1444,0
"5045",5,16902,"V_error",61.886,61.886,0.201,NA
"5046",1,16903,"V_g",14.4227,14.4227,0.0499,0
"5047",2,16903,"V_e",125.861,125.861,0.4351,0
"5048",3,16903,"V_gxe",59.263,59.263,0.2049,0
"5049",4,16903,"V_cov",-31.8624,31.8624,0.1101,0
"5050",5,16903,"V_error",57.8573,57.8573,0.2,NA
"5051",1,16904,"V_g",19.6034,19.6034,0.0912,0
"5052",2,16904,"V_e",35.8752,35.8752,0.1669,0
"5053",3,16904,"V_gxe",96.3507,96.3507,0.4482,0
"5054",4,16904,"V_cov",-11.4339,11.4339,0.0532,0
"5055",5,16904,"V_error",51.7004,51.7004,0.2405,NA
"5056",1,16905,"V_g",31.5338,31.5338,0.1197,0
"5057",2,16905,"V_e",100.2226,100.2226,0.3803,0
"5058",3,16905,"V_gxe",78.3058,78.3058,0.2971,0
"5059",4,16905,"V_cov",3.9822,3.9822,0.0151,0
"5060",5,16905,"V_error",49.4973,49.4973,0.1878,NA
"5061",1,16906,"V_g",78.1406,78.1406,0.3053,0
"5062",2,16906,"V_e",26.2784,26.2784,0.1027,0
"5063",3,16906,"V_gxe",79.443,79.443,0.3104,0
"5064",4,16906,"V_cov",-15.1652,15.1652,0.0593,0
"5065",5,16906,"V_error",56.8987,56.8987,0.2223,NA
"5066",1,16907,"V_g",53.4524,53.4524,0.1656,0
"5067",2,16907,"V_e",87.2065,87.2065,0.2701,0
"5068",3,16907,"V_gxe",63.346,63.346,0.1962,0
"5069",4,16907,"V_cov",53.5419,53.5419,0.1658,0
"5070",5,16907,"V_error",65.3046,65.3046,0.2023,NA
"5071",1,16908,"V_g",133.9895,133.9895,0.4913,0
"5072",2,16908,"V_e",4.8096,4.8096,0.0176,0
"5073",3,16908,"V_gxe",62.1592,62.1592,0.2279,0
"5074",4,16908,"V_cov",-6.907,6.907,0.0253,0
"5075",5,16908,"V_error",64.8507,64.8507,0.2378,NA
"5076",1,16909,"V_g",35.4272,35.4272,0.1231,0
"5077",2,16909,"V_e",23.2075,23.2075,0.0806,0
"5078",3,16909,"V_gxe",153.7366,153.7366,0.5342,0
"5079",4,16909,"V_cov",-9.6337,9.6337,0.0335,0
"5080",5,16909,"V_error",65.7792,65.7792,0.2286,NA
"5081",1,16910,"V_g",93.7628,93.7628,0.3015,0
"5082",2,16910,"V_e",26.0089,26.0089,0.0836,0
"5083",3,16910,"V_gxe",65.8924,65.8924,0.2119,0
"5084",4,16910,"V_cov",-41.6389,41.6389,0.1339,0
"5085",5,16910,"V_error",83.7097,83.7097,0.2692,NA
"5086",1,16911,"V_g",134.759,134.759,0.4209,0
"5087",2,16911,"V_e",24.3492,24.3492,0.076,0
"5088",3,16911,"V_gxe",58.4247,58.4247,0.1825,0
"5089",4,16911,"V_cov",42.307,42.307,0.1321,0
"5090",5,16911,"V_error",60.365,60.365,0.1885,NA
"5091",1,16912,"V_g",49.6316,49.6316,0.1592,0
"5092",2,16912,"V_e",97.0254,97.0254,0.3111,0
"5093",3,16912,"V_gxe",32.6478,32.6478,0.1047,0
"5094",4,16912,"V_cov",64.5509,64.5509,0.207,0
"5095",5,16912,"V_error",67.9899,67.9899,0.218,NA
"5096",1,16913,"V_g",148.3206,148.3206,0.4254,0
"5097",2,16913,"V_e",13.912,13.912,0.0399,0
"5098",3,16913,"V_gxe",99.2315,99.2315,0.2846,0
"5099",4,16913,"V_cov",-31.3137,31.3137,0.0898,0
"5100",5,16913,"V_error",55.8488,55.8488,0.1602,NA
"5101",1,16914,"V_g",70.6941,70.6941,0.2406,0
"5102",2,16914,"V_e",9.0796,9.0796,0.0309,0
"5103",3,16914,"V_gxe",143.174,143.174,0.4874,0
"5104",4,16914,"V_cov",-7.0877,7.0877,0.0241,0
"5105",5,16914,"V_error",63.738,63.738,0.217,NA
"5106",1,16915,"V_g",26.7578,26.7578,0.1002,0
"5107",2,16915,"V_e",14.8451,14.8451,0.0556,0
"5108",3,16915,"V_gxe",157.0246,157.0246,0.5883,0
"5109",4,16915,"V_cov",0.0316,0.0316,1e-04,0.237
"5110",5,16915,"V_error",68.2642,68.2642,0.2557,NA
"5111",1,16916,"V_g",46.2252,46.2252,0.172,0
"5112",2,16916,"V_e",18.13,18.13,0.0675,0
"5113",3,16916,"V_gxe",131.0104,131.0104,0.4875,0
"5114",4,16916,"V_cov",17.3249,17.3249,0.0645,0
"5115",5,16916,"V_error",56.0415,56.0415,0.2085,NA
"5116",1,16917,"V_g",20.3122,20.3122,0.0773,0
"5117",2,16917,"V_e",71.7728,71.7728,0.273,0
"5118",3,16917,"V_gxe",82.661,82.661,0.3144,0
"5119",4,16917,"V_cov",-17.6545,17.6545,0.0672,0
"5120",5,16917,"V_error",70.4788,70.4788,0.2681,NA
"5121",1,16918,"V_g",31.096,31.096,0.1071,0
"5122",2,16918,"V_e",50.7027,50.7027,0.1746,0
"5123",3,16918,"V_gxe",69.8672,69.8672,0.2407,0
"5124",4,16918,"V_cov",-28.1699,28.1699,0.097,0
"5125",5,16918,"V_error",110.489,110.489,0.3806,NA
"5126",1,16919,"V_g",82.2727,82.2727,0.2665,0
"5127",2,16919,"V_e",19.8459,19.8459,0.0643,0
"5128",3,16919,"V_gxe",116.7084,116.7084,0.378,0
"5129",4,16919,"V_cov",22.5747,22.5747,0.0731,0
"5130",5,16919,"V_error",67.3661,67.3661,0.2182,NA
"5131",1,16920,"V_g",124.9027,124.9027,0.3607,0
"5132",2,16920,"V_e",55.0969,55.0969,0.1591,0
"5133",3,16920,"V_gxe",46.1413,46.1413,0.1333,0
"5134",4,16920,"V_cov",65.5963,65.5963,0.1894,0
"5135",5,16920,"V_error",54.5339,54.5339,0.1575,NA
"5136",1,16921,"V_g",29.9726,29.9726,0.1137,0
"5137",2,16921,"V_e",52.6313,52.6313,0.1997,0
"5138",3,16921,"V_gxe",93.7772,93.7772,0.3559,0
"5139",4,16921,"V_cov",-26.4446,26.4446,0.1004,0
"5140",5,16921,"V_error",60.6739,60.6739,0.2303,NA
"5141",1,16922,"V_g",24.711,24.711,0.1017,0
"5142",2,16922,"V_e",26.1498,26.1498,0.1076,0
"5143",3,16922,"V_gxe",132.6135,132.6135,0.5458,0
"5144",4,16922,"V_cov",3.5437,3.5437,0.0146,0
"5145",5,16922,"V_error",55.9539,55.9539,0.2303,NA
"5146",1,16923,"V_g",94.7024,94.7024,0.3288,0
"5147",2,16923,"V_e",16.2973,16.2973,0.0566,0
"5148",3,16923,"V_gxe",87.9634,87.9634,0.3054,0
"5149",4,16923,"V_cov",23.2565,23.2565,0.0807,0
"5150",5,16923,"V_error",65.82,65.82,0.2285,NA
"5151",1,16924,"V_g",61.4796,61.4796,0.2414,0
"5152",2,16924,"V_e",3.3949,3.3949,0.0133,0
"5153",3,16924,"V_gxe",125.5835,125.5835,0.493,0
"5154",4,16924,"V_cov",-7.0821,7.0821,0.0278,0
"5155",5,16924,"V_error",57.1869,57.1869,0.2245,NA
"5156",1,16925,"V_g",28.473,28.473,0.0977,0
"5157",2,16925,"V_e",20.8422,20.8422,0.0715,0
"5158",3,16925,"V_gxe",146.7726,146.7726,0.5035,0
"5159",4,16925,"V_cov",-14.2277,14.2277,0.0488,0
"5160",5,16925,"V_error",81.1867,81.1867,0.2785,NA
"5161",1,16926,"V_g",60.8439,60.8439,0.224,0
"5162",2,16926,"V_e",15.1114,15.1114,0.0556,0
"5163",3,16926,"V_gxe",128.2217,128.2217,0.472,0
"5164",4,16926,"V_cov",-11.1904,11.1904,0.0412,0
"5165",5,16926,"V_error",56.306,56.306,0.2073,NA
"5166",1,16927,"V_g",82.6971,82.6971,0.2702,0
"5167",2,16927,"V_e",31.2707,31.2707,0.1022,0
"5168",3,16927,"V_gxe",102.8741,102.8741,0.3362,0
"5169",4,16927,"V_cov",21.4877,21.4877,0.0702,0
"5170",5,16927,"V_error",67.6959,67.6959,0.2212,NA
"5171",1,16928,"V_g",105.5583,105.5583,0.4056,0
"5172",2,16928,"V_e",14.6633,14.6633,0.0563,0
"5173",3,16928,"V_gxe",61.0664,61.0664,0.2346,0
"5174",4,16928,"V_cov",18.912,18.912,0.0727,0
"5175",5,16928,"V_error",60.0678,60.0678,0.2308,NA
"5176",1,16929,"V_g",7.7149,7.7149,0.0257,0
"5177",2,16929,"V_e",65.3832,65.3832,0.2175,0
"5178",3,16929,"V_gxe",138.5507,138.5507,0.4609,0
"5179",4,16929,"V_cov",3.2707,3.2707,0.0109,0
"5180",5,16929,"V_error",85.71,85.71,0.2851,NA
"5181",1,16930,"V_g",147.7325,147.7325,0.5023,0
"5182",2,16930,"V_e",4.6994,4.6994,0.016,0
"5183",3,16930,"V_gxe",59.3358,59.3358,0.2018,0
"5184",4,16930,"V_cov",4.7677,4.7677,0.0162,0
"5185",5,16930,"V_error",77.5475,77.5475,0.2637,NA
"5186",1,16931,"V_g",11.5088,11.5088,0.041,0
"5187",2,16931,"V_e",119.2581,119.2581,0.4247,0
"5188",3,16931,"V_gxe",66.7716,66.7716,0.2378,0
"5189",4,16931,"V_cov",-32.0015,32.0015,0.114,0
"5190",5,16931,"V_error",51.2543,51.2543,0.1825,NA
"5191",1,16932,"V_g",32.3985,32.3985,0.1006,0
"5192",2,16932,"V_e",101.7817,101.7817,0.316,0
"5193",3,16932,"V_gxe",101.2465,101.2465,0.3144,0
"5194",4,16932,"V_cov",-10.4988,10.4988,0.0326,0
"5195",5,16932,"V_error",76.1245,76.1245,0.2364,NA
"5196",1,16933,"V_g",29,29,0.1076,0
"5197",2,16933,"V_e",26.3632,26.3632,0.0978,0
"5198",3,16933,"V_gxe",119.2143,119.2143,0.4423,0
"5199",4,16933,"V_cov",-17.2899,17.2899,0.0641,0
"5200",5,16933,"V_error",77.67,77.67,0.2882,NA
"5201",1,16934,"V_g",29.9037,29.9037,0.117,0
"5202",2,16934,"V_e",19.6593,19.6593,0.0769,0
"5203",3,16934,"V_gxe",118.3067,118.3067,0.4627,0
"5204",4,16934,"V_cov",-18.5149,18.5149,0.0724,0
"5205",5,16934,"V_error",69.282,69.282,0.271,NA
"5206",1,16935,"V_g",126.8945,126.8945,0.4186,0
"5207",2,16935,"V_e",14.8299,14.8299,0.0489,0
"5208",3,16935,"V_gxe",57.8309,57.8309,0.1908,0
"5209",4,16935,"V_cov",-34.0621,34.0621,0.1124,0
"5210",5,16935,"V_error",69.5261,69.5261,0.2294,NA
"5211",1,16936,"V_g",19.9448,19.9448,0.0893,0
"5212",2,16936,"V_e",22.9797,22.9797,0.1028,0
"5213",3,16936,"V_gxe",113.4856,113.4856,0.5078,0
"5214",4,16936,"V_cov",-7.916,7.916,0.0354,0
"5215",5,16936,"V_error",59.1401,59.1401,0.2646,NA
"5216",1,16937,"V_g",14.8707,14.8707,0.0509,0
"5217",2,16937,"V_e",105.6901,105.6901,0.3616,0
"5218",3,16937,"V_gxe",73.5756,73.5756,0.2517,0
"5219",4,16937,"V_cov",38.9469,38.9469,0.1332,0
"5220",5,16937,"V_error",59.2348,59.2348,0.2026,NA
"5221",1,16938,"V_g",3.4398,3.4398,0.0144,0
"5222",2,16938,"V_e",93.0379,93.0379,0.3906,0
"5223",3,16938,"V_gxe",85.3463,85.3463,0.3583,0
"5224",4,16938,"V_cov",-3.624,3.624,0.0152,0
"5225",5,16938,"V_error",52.7463,52.7463,0.2214,NA
"5226",1,16939,"V_g",39.4166,39.4166,0.1231,0
"5227",2,16939,"V_e",100.1067,100.1067,0.3128,0
"5228",3,16939,"V_gxe",55.2617,55.2617,0.1726,0
"5229",4,16939,"V_cov",-59.4518,59.4518,0.1857,0
"5230",5,16939,"V_error",65.8433,65.8433,0.2057,NA
"5231",1,16940,"V_g",25.0282,25.0282,0.0909,0
"5232",2,16940,"V_e",26.0515,26.0515,0.0946,0
"5233",3,16940,"V_gxe",123.6785,123.6785,0.449,0
"5234",4,16940,"V_cov",17.9808,17.9808,0.0653,0
"5235",5,16940,"V_error",82.744,82.744,0.3004,NA
"5236",1,16941,"V_g",85.1206,85.1206,0.2432,0
"5237",2,16941,"V_e",36.2887,36.2887,0.1037,0
"5238",3,16941,"V_gxe",109.873,109.873,0.3139,0
"5239",4,16941,"V_cov",-45.0684,45.0684,0.1288,0
"5240",5,16941,"V_error",73.6819,73.6819,0.2105,NA
"5241",1,16942,"V_g",80.3531,80.3531,0.2568,0
"5242",2,16942,"V_e",43.0597,43.0597,0.1376,0
"5243",3,16942,"V_gxe",58.087,58.087,0.1857,0
"5244",4,16942,"V_cov",-48.8729,48.8729,0.1562,0
"5245",5,16942,"V_error",82.4724,82.4724,0.2636,NA
"5246",1,16943,"V_g",85.1099,85.1099,0.4072,0
"5247",2,16943,"V_e",6.1582,6.1582,0.0295,0
"5248",3,16943,"V_gxe",69.2852,69.2852,0.3315,0
"5249",4,16943,"V_cov",-0.6474,0.6474,0.0031,0
"5250",5,16943,"V_error",47.8096,47.8096,0.2287,NA
"5251",1,16944,"V_g",32.1152,32.1152,0.127,0
"5252",2,16944,"V_e",42.8176,42.8176,0.1693,0
"5253",3,16944,"V_gxe",96.9397,96.9397,0.3833,0
"5254",4,16944,"V_cov",-8.3765,8.3765,0.0331,0
"5255",5,16944,"V_error",72.6538,72.6538,0.2873,NA
"5256",1,16945,"V_g",116.9588,116.9588,0.3818,0
"5257",2,16945,"V_e",22.1766,22.1766,0.0724,0
"5258",3,16945,"V_gxe",45.2177,45.2177,0.1476,0
"5259",4,16945,"V_cov",46.5013,46.5013,0.1518,0
"5260",5,16945,"V_error",75.508,75.508,0.2465,NA
"5261",1,16946,"V_g",10.1814,10.1814,0.0348,0
"5262",2,16946,"V_e",20.2147,20.2147,0.069,0
"5263",3,16946,"V_gxe",183.5242,183.5242,0.6269,0
"5264",4,16946,"V_cov",-8.1535,8.1535,0.0278,0
"5265",5,16946,"V_error",70.6962,70.6962,0.2415,NA
"5266",1,16947,"V_g",36.0043,36.0043,0.1322,0
"5267",2,16947,"V_e",22.9879,22.9879,0.0844,0
"5268",3,16947,"V_gxe",142.5414,142.5414,0.5234,0
"5269",4,16947,"V_cov",6.6476,6.6476,0.0244,0
"5270",5,16947,"V_error",64.1779,64.1779,0.2356,NA
"5271",1,16948,"V_g",69.8922,69.8922,0.2324,0
"5272",2,16948,"V_e",46.8328,46.8328,0.1557,0
"5273",3,16948,"V_gxe",110.9161,110.9161,0.3689,0
"5274",4,16948,"V_cov",-32.353,32.353,0.1076,0
"5275",5,16948,"V_error",40.7088,40.7088,0.1354,NA
"5276",1,16949,"V_g",13.6656,13.6656,0.0529,0
"5277",2,16949,"V_e",91.4992,91.4992,0.3544,0
"5278",3,16949,"V_gxe",88.0828,88.0828,0.3412,0
"5279",4,16949,"V_cov",-3.951,3.951,0.0153,0
"5280",5,16949,"V_error",60.9702,60.9702,0.2362,NA
"5281",1,16950,"V_g",81.5912,81.5912,0.3423,0
"5282",2,16950,"V_e",8.0038,8.0038,0.0336,0
"5283",3,16950,"V_gxe",80.9577,80.9577,0.3396,0
"5284",4,16950,"V_cov",4.4946,4.4946,0.0189,0
"5285",5,16950,"V_error",63.3373,63.3373,0.2657,NA
"5286",1,16,"V_g",3.7846,3.7846,0.383,0
"5287",2,16,"V_e",1.751,1.751,0.1772,0
"5288",3,16,"V_gxe",0.3581,0.3581,0.0362,0
"5289",4,16,"V_cov",2.5742,2.5742,0.2605,0
"5290",5,16,"V_error",1.4131,1.4131,0.143,NA
"5291",1,17001,"V_g",6.48,6.48,0.1389,0
"5292",2,17001,"V_e",16.8376,16.8376,0.3609,0
"5293",3,17001,"V_gxe",4.3341,4.3341,0.0929,0
"5294",4,17001,"V_cov",10.4455,10.4455,0.2239,0
"5295",5,17001,"V_error",8.558,8.558,0.1834,NA
"5296",1,17002,"V_g",1.6297,1.6297,0.0532,0.016
"5297",2,17002,"V_e",7.8191,7.8191,0.2553,0.016
"5298",3,17002,"V_gxe",0.6254,0.6254,0.0204,0.016
"5299",4,17002,"V_cov",3.5698,3.5698,0.1165,0.016
"5300",5,17002,"V_error",16.9862,16.9862,0.5546,NA
"5301",1,17003,"V_g",0.3192,0.3192,0.0119,0
"5302",2,17003,"V_e",1.3417,1.3417,0.0498,0
"5303",3,17003,"V_gxe",16.3105,16.3105,0.6056,0
"5304",4,17003,"V_cov",-0.6544,0.6544,0.0243,0
"5305",5,17003,"V_error",8.3062,8.3062,0.3084,NA
"5306",1,17004,"V_g",7.9011,7.9011,0.2013,0.002
"5307",2,17004,"V_e",4.7299,4.7299,0.1205,0.002
"5308",3,17004,"V_gxe",2.9201,2.9201,0.0744,0.002
"5309",4,17004,"V_cov",6.1132,6.1132,0.1558,0.002
"5310",5,17004,"V_error",17.5767,17.5767,0.4479,NA
"5311",1,17005,"V_g",2.3968,2.3968,0.1266,0.011
"5312",2,17005,"V_e",2.6436,2.6436,0.1397,0.011
"5313",3,17005,"V_gxe",0.6637,0.6637,0.0351,0.011
"5314",4,17005,"V_cov",2.5172,2.5172,0.133,0.011
"5315",5,17005,"V_error",10.7042,10.7042,0.5656,NA
"5316",1,17006,"V_g",0.2958,0.2958,0.0087,0
"5317",2,17006,"V_e",15.8916,15.8916,0.4649,0
"5318",3,17006,"V_gxe",0.004,0.004,1e-04,0.872
"5319",4,17006,"V_cov",-2.1682,2.1682,0.0634,0
"5320",5,17006,"V_error",15.8253,15.8253,0.4629,NA
"5321",1,17007,"V_g",13.3583,13.3583,0.3393,0
"5322",2,17007,"V_e",5.7443,5.7443,0.1459,0
"5323",3,17007,"V_gxe",0.0011,0.0011,0,0.999
"5324",4,17007,"V_cov",8.7598,8.7598,0.2225,0
"5325",5,17007,"V_error",11.5044,11.5044,0.2922,NA
"5326",1,17008,"V_g",8.9744,8.9744,0.2933,0
"5327",2,17008,"V_e",6.3676,6.3676,0.2081,0
"5328",3,17008,"V_gxe",1.1336,1.1336,0.0371,0
"5329",4,17008,"V_cov",7.5594,7.5594,0.2471,0
"5330",5,17008,"V_error",6.5602,6.5602,0.2144,NA
"5331",1,17009,"V_g",2.3843,2.3843,0.0752,0.001
"5332",2,17009,"V_e",11.1075,11.1075,0.3503,0.001
"5333",3,17009,"V_gxe",3.1912,3.1912,0.1007,0.001
"5334",4,17009,"V_cov",5.1462,5.1462,0.1623,0.001
"5335",5,17009,"V_error",9.8764,9.8764,0.3115,NA
"5336",1,17010,"V_g",1.3457,1.3457,0.063,0.012
"5337",2,17010,"V_e",3.4288,3.4288,0.1604,0.012
"5338",3,17010,"V_gxe",1.5016,1.5016,0.0703,0.012
"5339",4,17010,"V_cov",-2.1481,2.1481,0.1005,0.012
"5340",5,17010,"V_error",12.9491,12.9491,0.6059,NA
"5341",1,17011,"V_g",12.5636,12.5636,0.3288,0.001
"5342",2,17011,"V_e",5.3854,5.3854,0.1409,0.001
"5343",3,17011,"V_gxe",7e-04,7e-04,0,0.999
"5344",4,17011,"V_cov",-8.2256,8.2256,0.2153,0.001
"5345",5,17011,"V_error",12.0366,12.0366,0.315,NA
"5346",1,17012,"V_g",8.7289,8.7289,0.2755,0
"5347",2,17012,"V_e",2.165,2.165,0.0683,0
"5348",3,17012,"V_gxe",5.7247,5.7247,0.1807,0
"5349",4,17012,"V_cov",-4.3472,4.3472,0.1372,0
"5350",5,17012,"V_error",10.717,10.717,0.3383,NA
"5351",1,17013,"V_g",2.3493,2.3493,0.1255,0.069
"5352",2,17013,"V_e",0.1358,0.1358,0.0073,0.069
"5353",3,17013,"V_gxe",0.566,0.566,0.0302,0.069
"5354",4,17013,"V_cov",0.5648,0.5648,0.0302,0.069
"5355",5,17013,"V_error",15.1106,15.1106,0.8069,NA
"5356",1,17014,"V_g",0.5248,0.5248,0.029,0.003
"5357",2,17014,"V_e",3.855,3.855,0.2128,0.002
"5358",3,17014,"V_gxe",3.1272,3.1272,0.1726,0.002
"5359",4,17014,"V_cov",-1.4223,1.4223,0.0785,0.003
"5360",5,17014,"V_error",9.1837,9.1837,0.507,NA
"5361",1,17015,"V_g",3.0347,3.0347,0.1008,0
"5362",2,17015,"V_e",6.8959,6.8959,0.229,0
"5363",3,17015,"V_gxe",3.5593,3.5593,0.1182,0
"5364",4,17015,"V_cov",4.5746,4.5746,0.1519,0
"5365",5,17015,"V_error",12.0541,12.0541,0.4002,NA
"5366",1,17016,"V_g",0.6553,0.6553,0.0257,0.001
"5367",2,17016,"V_e",5.9656,5.9656,0.2344,0.001
"5368",3,17016,"V_gxe",4.6363,4.6363,0.1822,0.001
"5369",4,17016,"V_cov",-1.9771,1.9771,0.0777,0.001
"5370",5,17016,"V_error",12.2152,12.2152,0.48,NA
"5371",1,17017,"V_g",2.5498,2.5498,0.0816,0
"5372",2,17017,"V_e",0.8785,0.8785,0.0281,0
"5373",3,17017,"V_gxe",18.6646,18.6646,0.5975,0
"5374",4,17017,"V_cov",-1.4967,1.4967,0.0479,0
"5375",5,17017,"V_error",7.6502,7.6502,0.2449,NA
"5376",1,17018,"V_g",2.9575,2.9575,0.093,0.001
"5377",2,17018,"V_e",11.9011,11.9011,0.3743,0.001
"5378",3,17018,"V_gxe",2.4669,2.4669,0.0776,0.001
"5379",4,17018,"V_cov",-5.9327,5.9327,0.1866,0.001
"5380",5,17018,"V_error",8.5369,8.5369,0.2685,NA
"5381",1,17019,"V_g",13.6055,13.6055,0.2971,0
"5382",2,17019,"V_e",2.6503,2.6503,0.0579,0
"5383",3,17019,"V_gxe",11.267,11.267,0.246,0
"5384",4,17019,"V_cov",-6.0049,6.0049,0.1311,0
"5385",5,17019,"V_error",12.2686,12.2686,0.2679,NA
"5386",1,17020,"V_g",0.5229,0.5229,0.0242,0.197
"5387",2,17020,"V_e",0.4304,0.4304,0.0199,0.201
