"","X1","row","Variance_Component","SS","abs.SS.","omega2","Pvalue"
"7479",4,277,"V_cov",10.2998,10.2998,0.1253,0
"7480",5,277,"V_error",10.894,10.894,0.1325,NA
"7481",1,278,"V_g",52.9411,52.9411,0.6772,0
"7482",2,278,"V_e",2.8825,2.8825,0.0369,0
"7483",3,278,"V_gxe",1.9677,1.9677,0.0252,0
"7484",4,278,"V_cov",5.6977,5.6977,0.0729,0
"7485",5,278,"V_error",14.6838,14.6838,0.1878,NA
"7486",1,279,"V_g",30.7576,30.7576,0.3198,0
"7487",2,279,"V_e",12.0239,12.0239,0.125,0
"7488",3,279,"V_gxe",23.7844,23.7844,0.2473,0
"7489",4,279,"V_cov",13.219,13.219,0.1374,0
"7490",5,279,"V_error",16.3934,16.3934,0.1704,NA
"7491",1,27,"V_g",3.2938,3.2938,0.2752,0.002
"7492",2,27,"V_e",2.6915,2.6915,0.2249,0.002
"7493",3,27,"V_gxe",1.6651,1.6651,0.1391,0.002
"7494",4,27,"V_cov",2.9774,2.9774,0.2488,0.002
"7495",5,27,"V_error",1.3393,1.3393,0.1119,NA
"7496",1,280,"V_g",19.33,19.33,0.1903,0
"7497",2,280,"V_e",23.1156,23.1156,0.2276,0
"7498",3,280,"V_gxe",29.9527,29.9527,0.2949,0
"7499",4,280,"V_cov",-20.674,20.674,0.2035,0
"7500",5,280,"V_error",8.4973,8.4973,0.0837,NA
"7501",1,281,"V_g",4.4502,4.4502,0.0489,0
"7502",2,281,"V_e",17.9097,17.9097,0.1968,0
"7503",3,281,"V_gxe",51.0456,51.0456,0.561,0
"7504",4,281,"V_cov",4.0729,4.0729,0.0448,0
"7505",5,281,"V_error",13.5102,13.5102,0.1485,NA
"7506",1,282,"V_g",13.01,13.01,0.1369,0
"7507",2,282,"V_e",34.6121,34.6121,0.3642,0
"7508",3,282,"V_gxe",13.8185,13.8185,0.1454,0
"7509",4,282,"V_cov",-20.8244,20.8244,0.2191,0
"7510",5,282,"V_error",12.7811,12.7811,0.1345,NA
"7511",1,283,"V_g",0.898,0.898,0.0121,0
"7512",2,283,"V_e",43.2634,43.2634,0.5838,0
"7513",3,283,"V_gxe",15.5916,15.5916,0.2104,0
"7514",4,283,"V_cov",1.6839,1.6839,0.0227,0
"7515",5,283,"V_error",12.6663,12.6663,0.1709,NA
"7516",1,284,"V_g",29.4453,29.4453,0.3245,0
"7517",2,284,"V_e",9.2599,9.2599,0.102,0
"7518",3,284,"V_gxe",25.5168,25.5168,0.2812,0
"7519",4,284,"V_cov",-12.503,12.503,0.1378,0
"7520",5,284,"V_error",14.0167,14.0167,0.1545,NA
"7521",1,285,"V_g",19.2046,19.2046,0.2761,0
"7522",2,285,"V_e",1.7223,1.7223,0.0248,0
"7523",3,285,"V_gxe",35.9516,35.9516,0.5169,0
"7524",4,285,"V_cov",0.5282,0.5282,0.0076,0
"7525",5,285,"V_error",12.1404,12.1404,0.1746,NA
"7526",1,286,"V_g",4.5077,4.5077,0.0498,0
"7527",2,286,"V_e",22.4895,22.4895,0.2486,0
"7528",3,286,"V_gxe",43.6141,43.6141,0.482,0
"7529",4,286,"V_cov",7.8845,7.8845,0.0871,0
"7530",5,286,"V_error",11.9845,11.9845,0.1325,NA
"7531",1,287,"V_g",3.398,3.398,0.0476,0
"7532",2,287,"V_e",18.4606,18.4606,0.2586,0
"7533",3,287,"V_gxe",37.9479,37.9479,0.5316,0
"7534",4,287,"V_cov",1.8183,1.8183,0.0255,0
"7535",5,287,"V_error",9.7575,9.7575,0.1367,NA
"7536",1,288,"V_g",18.526,18.526,0.2291,0
"7537",2,288,"V_e",16.5424,16.5424,0.2045,0
"7538",3,288,"V_gxe",24.7773,24.7773,0.3064,0
"7539",4,288,"V_cov",9.2281,9.2281,0.1141,0
"7540",5,288,"V_error",11.8025,11.8025,0.1459,NA
"7541",1,289,"V_g",52.0817,52.0817,0.5943,0
"7542",2,289,"V_e",4.1929,4.1929,0.0478,0
"7543",3,289,"V_gxe",13.9683,13.9683,0.1594,0
"7544",4,289,"V_cov",-2.8746,2.8746,0.0328,0
"7545",5,289,"V_error",14.5172,14.5172,0.1657,NA
"7546",1,28,"V_g",3.1565,3.1565,0.7795,0.01
"7547",2,28,"V_e",0.0011,0.0011,3e-04,0.015
"7548",3,28,"V_gxe",0.0318,0.0318,0.0079,0.01
"7549",4,28,"V_cov",0.0584,0.0584,0.0144,0.011
"7550",5,28,"V_error",0.8014,0.8014,0.1979,NA
"7551",1,290,"V_g",17.3994,17.3994,0.1827,0
"7552",2,290,"V_e",3.8131,3.8131,0.04,0
"7553",3,290,"V_gxe",57.9661,57.9661,0.6085,0
"7554",4,290,"V_cov",-5.129,5.129,0.0538,0
"7555",5,290,"V_error",10.9492,10.9492,0.1149,NA
"7556",1,291,"V_g",15.4566,15.4566,0.1873,0
"7557",2,291,"V_e",14.634,14.634,0.1774,0
"7558",3,291,"V_gxe",39.3756,39.3756,0.4772,0
"7559",4,291,"V_cov",0.3326,0.3326,0.004,0
"7560",5,291,"V_error",12.7083,12.7083,0.154,NA
"7561",1,292,"V_g",26.86,26.86,0.3083,0
"7562",2,292,"V_e",11.0053,11.0053,0.1263,0
"7563",3,292,"V_gxe",21.5105,21.5105,0.2469,0
"7564",4,292,"V_cov",13.5858,13.5858,0.1559,0
"7565",5,292,"V_error",14.1637,14.1637,0.1626,NA
"7566",1,293,"V_g",40.4319,40.4319,0.4579,0
"7567",2,293,"V_e",10.8352,10.8352,0.1227,0
"7568",3,293,"V_gxe",14.9504,14.9504,0.1693,0
"7569",4,293,"V_cov",13.602,13.602,0.1541,0
"7570",5,293,"V_error",8.4737,8.4737,0.096,NA
"7571",1,294,"V_g",3.6665,3.6665,0.0413,0
"7572",2,294,"V_e",40.7242,40.7242,0.4584,0
"7573",3,294,"V_gxe",23.9667,23.9667,0.2698,0
"7574",4,294,"V_cov",-8.9365,8.9365,0.1006,0
"7575",5,294,"V_error",11.5535,11.5535,0.13,NA
"7576",1,295,"V_g",16.3223,16.3223,0.1803,0
"7577",2,295,"V_e",26.0625,26.0625,0.2879,0
"7578",3,295,"V_gxe",20.2149,20.2149,0.2233,0
"7579",4,295,"V_cov",18.364,18.364,0.2028,0
"7580",5,295,"V_error",9.5761,9.5761,0.1058,NA
"7581",1,296,"V_g",2.1557,2.1557,0.0292,0
"7582",2,296,"V_e",10.9157,10.9157,0.148,0
"7583",3,296,"V_gxe",48.114,48.114,0.6525,0
"7584",4,296,"V_cov",-0.3176,0.3176,0.0043,0
"7585",5,296,"V_error",12.2353,12.2353,0.1659,NA
"7586",1,297,"V_g",17.4093,17.4093,0.1994,0
"7587",2,297,"V_e",12.0454,12.0454,0.1379,0
"7588",3,297,"V_gxe",39.1422,39.1422,0.4482,0
"7589",4,297,"V_cov",5.9382,5.9382,0.068,0
"7590",5,297,"V_error",12.7923,12.7923,0.1465,NA
"7591",1,298,"V_g",22.3708,22.3708,0.2506,0
"7592",2,298,"V_e",16.2082,16.2082,0.1815,0
"7593",3,298,"V_gxe",21.0221,21.0221,0.2355,0
"7594",4,298,"V_cov",-17.3954,17.3954,0.1948,0
"7595",5,298,"V_error",12.2842,12.2842,0.1376,NA
"7596",1,299,"V_g",19.6373,19.6373,0.2356,0
"7597",2,299,"V_e",14.2949,14.2949,0.1715,0
"7598",3,299,"V_gxe",27.5724,27.5724,0.3308,0
"7599",4,299,"V_cov",11.802,11.802,0.1416,0
"7600",5,299,"V_error",10.0502,10.0502,0.1206,NA
"7601",1,29,"V_g",3.1238,3.1238,0.6772,0
"7602",2,29,"V_e",0.0121,0.0121,0.0026,0
"7603",3,29,"V_gxe",0.654,0.654,0.1418,0
"7604",4,29,"V_cov",-0.1946,0.1946,0.0422,0
"7605",5,29,"V_error",0.6286,0.6286,0.1363,NA
"7606",1,2,"V_g",10.0691,10.0691,0.8404,0
"7607",2,2,"V_e",0.0048,0.0048,4e-04,0.004
"7608",3,2,"V_gxe",0.953,0.953,0.0795,0
"7609",4,2,"V_cov",-0.2189,0.2189,0.0183,0
"7610",5,2,"V_error",0.7353,0.7353,0.0614,NA
"7611",1,300,"V_g",10.7088,10.7088,0.1367,0
"7612",2,300,"V_e",8.8475,8.8475,0.1129,0
"7613",3,300,"V_gxe",41.877,41.877,0.5346,0
"7614",4,300,"V_cov",-5.8728,5.8728,0.075,0
"7615",5,300,"V_error",11.0257,11.0257,0.1408,NA
"7616",1,301,"V_g",219.1306,219.1306,0.6417,0
"7617",2,301,"V_e",6.6993,6.6993,0.0196,0
"7618",3,301,"V_gxe",61.0735,61.0735,0.1788,0
"7619",4,301,"V_cov",15.0254,15.0254,0.044,0
"7620",5,301,"V_error",39.5667,39.5667,0.1159,NA
"7621",1,302,"V_g",31.657,31.657,0.0893,0
"7622",2,302,"V_e",123.6735,123.6735,0.349,0
"7623",3,302,"V_gxe",101.5589,101.5589,0.2866,0
"7624",4,302,"V_cov",49.4222,49.4222,0.1395,0
"7625",5,302,"V_error",48.0327,48.0327,0.1356,NA
"7626",1,303,"V_g",212.3917,212.3917,0.5888,0
"7627",2,303,"V_e",14.3061,14.3061,0.0397,0
"7628",3,303,"V_gxe",28.7681,28.7681,0.0798,0
"7629",4,303,"V_cov",52.8807,52.8807,0.1466,0
"7630",5,303,"V_error",52.3794,52.3794,0.1452,NA
"7631",1,304,"V_g",70.4079,70.4079,0.1974,0
"7632",2,304,"V_e",51.0049,51.0049,0.143,0
"7633",3,304,"V_gxe",155.0527,155.0527,0.4347,0
"7634",4,304,"V_cov",33.1208,33.1208,0.0929,0
"7635",5,304,"V_error",47.0937,47.0937,0.132,NA
"7636",1,305,"V_g",38.689,38.689,0.1013,0
"7637",2,305,"V_e",178.7254,178.7254,0.4681,0
"7638",3,305,"V_gxe",42.0854,42.0854,0.1102,0
"7639",4,305,"V_cov",-77.88,77.88,0.204,0
"7640",5,305,"V_error",44.4094,44.4094,0.1163,NA
"7641",1,306,"V_g",173.3676,173.3676,0.3701,0
"7642",2,306,"V_e",94.2976,94.2976,0.2013,0
"7643",3,306,"V_gxe",14.4148,14.4148,0.0308,0
"7644",4,306,"V_cov",126.999,126.999,0.2711,0
"7645",5,306,"V_error",59.3349,59.3349,0.1267,NA
"7646",1,307,"V_g",161.5806,161.5806,0.416,0
"7647",2,307,"V_e",59.9985,59.9985,0.1545,0
"7648",3,307,"V_gxe",27.4402,27.4402,0.0706,0
"7649",4,307,"V_cov",89.4933,89.4933,0.2304,0
"7650",5,307,"V_error",49.9132,49.9132,0.1285,NA
"7651",1,308,"V_g",238.2316,238.2316,0.677,0
"7652",2,308,"V_e",9.8861,9.8861,0.0281,0
"7653",3,308,"V_gxe",12.8155,12.8155,0.0364,0
"7654",4,308,"V_cov",42.2241,42.2241,0.12,0
"7655",5,308,"V_error",48.7323,48.7323,0.1385,NA
"7656",1,309,"V_g",34.9114,34.9114,0.102,0
"7657",2,309,"V_e",90.4906,90.4906,0.2644,0
"7658",3,309,"V_gxe",138.3531,138.3531,0.4043,0
"7659",4,309,"V_cov",26.541,26.541,0.0776,0
"7660",5,309,"V_error",51.9323,51.9323,0.1517,NA
"7661",1,30,"V_g",0.0036,0.0036,5e-04,0.001
"7662",2,30,"V_e",5.3252,5.3252,0.7645,0
"7663",3,30,"V_gxe",1.4053,1.4053,0.2018,0
"7664",4,30,"V_cov",0.1393,0.1393,0.02,0
"7665",5,30,"V_error",0.0919,0.0919,0.0132,NA
"7666",1,310,"V_g",26.4862,26.4862,0.0852,0
"7667",2,310,"V_e",141.5031,141.5031,0.455,0
"7668",3,310,"V_gxe",81.4406,81.4406,0.2619,0
"7669",4,310,"V_cov",15.6507,15.6507,0.0503,0
"7670",5,310,"V_error",45.8837,45.8837,0.1476,NA
"7671",1,311,"V_g",86.1763,86.1763,0.2703,0
"7672",2,311,"V_e",35.0398,35.0398,0.1099,0
"7673",3,311,"V_gxe",146.0087,146.0087,0.4579,0
"7674",4,311,"V_cov",7.7995,7.7995,0.0245,0
"7675",5,311,"V_error",43.8501,43.8501,0.1375,NA
"7676",1,312,"V_g",183.4773,183.4773,0.4512,0
"7677",2,312,"V_e",40.8417,40.8417,0.1004,0
"7678",3,312,"V_gxe",52.7298,52.7298,0.1297,0
"7679",4,312,"V_cov",81.7964,81.7964,0.2012,0
"7680",5,312,"V_error",47.77,47.77,0.1175,NA
"7681",1,313,"V_g",261.5535,261.5535,0.7397,0
"7682",2,313,"V_e",4.9071,4.9071,0.0139,0
"7683",3,313,"V_gxe",15.6476,15.6476,0.0443,0
"7684",4,313,"V_cov",19.1217,19.1217,0.0541,0
"7685",5,313,"V_error",52.3696,52.3696,0.1481,NA
"7686",1,314,"V_g",112.2093,112.2093,0.2592,0
"7687",2,314,"V_e",121.6272,121.6272,0.281,0
"7688",3,314,"V_gxe",31.9995,31.9995,0.0739,0
"7689",4,314,"V_cov",-113.6109,113.6109,0.2625,0
"7690",5,314,"V_error",53.4275,53.4275,0.1234,NA
"7691",1,315,"V_g",22.7698,22.7698,0.0684,0
"7692",2,315,"V_e",35.5088,35.5088,0.1066,0
"7693",3,315,"V_gxe",215.7145,215.7145,0.6477,0
"7694",4,315,"V_cov",-4.8925,4.8925,0.0147,0
"7695",5,315,"V_error",54.1765,54.1765,0.1627,NA
"7696",1,316,"V_g",123.1322,123.1322,0.2991,0
"7697",2,316,"V_e",68.8901,68.8901,0.1673,0
"7698",3,316,"V_gxe",97.5862,97.5862,0.2371,0
"7699",4,316,"V_cov",76.5845,76.5845,0.186,0
"7700",5,316,"V_error",45.4657,45.4657,0.1104,NA
"7701",1,317,"V_g",8.7325,8.7325,0.0265,0
"7702",2,317,"V_e",72.9048,72.9048,0.2216,0
"7703",3,317,"V_gxe",199.1713,199.1713,0.6053,0
"7704",4,317,"V_cov",-3.1598,3.1598,0.0096,0
"7705",5,317,"V_error",45.0828,45.0828,0.137,NA
"7706",1,318,"V_g",68.4518,68.4518,0.1823,0
"7707",2,318,"V_e",34.3769,34.3769,0.0915,0
"7708",3,318,"V_gxe",186.2489,186.2489,0.4959,0
"7709",4,318,"V_cov",33.9373,33.9373,0.0904,0
"7710",5,318,"V_error",52.5734,52.5734,0.14,NA
"7711",1,319,"V_g",59.5289,59.5289,0.1786,0
"7712",2,319,"V_e",13.0047,13.0047,0.039,0
"7713",3,319,"V_gxe",204.6255,204.6255,0.6141,0
"7714",4,319,"V_cov",-7.4294,7.4294,0.0223,0
"7715",5,319,"V_error",48.6383,48.6383,0.146,NA
"7716",1,31,"V_g",1.1429,1.1429,0.1579,0.003
"7717",2,31,"V_e",2.6801,2.6801,0.3703,0.003
"7718",3,31,"V_gxe",0.578,0.578,0.0799,0.003
"7719",4,31,"V_cov",-1.7502,1.7502,0.2419,0.003
"7720",5,31,"V_error",1.0855,1.0855,0.15,NA
"7721",1,320,"V_g",37.1123,37.1123,0.1074,0
"7722",2,320,"V_e",50.9735,50.9735,0.1475,0
"7723",3,320,"V_gxe",185.684,185.684,0.5373,0
"7724",4,320,"V_cov",-14.2946,14.2946,0.0414,0
"7725",5,320,"V_error",57.5453,57.5453,0.1665,NA
"7726",1,321,"V_g",103.0841,103.0841,0.2299,0
"7727",2,321,"V_e",143.8627,143.8627,0.3209,0
"7728",3,321,"V_gxe",36.0131,36.0131,0.0803,0
"7729",4,321,"V_cov",117.8734,117.8734,0.2629,0
"7730",5,321,"V_error",47.5404,47.5404,0.106,NA
"7731",1,322,"V_g",6.6867,6.6867,0.0201,0
"7732",2,322,"V_e",232.8742,232.8742,0.7001,0
"7733",3,322,"V_gxe",15.106,15.106,0.0454,0
"7734",4,322,"V_cov",-31.9218,31.9218,0.096,0
"7735",5,322,"V_error",46.0249,46.0249,0.1384,NA
"7736",1,323,"V_g",222.5188,222.5188,0.6385,0
"7737",2,323,"V_e",11.8789,11.8789,0.0341,0
"7738",3,323,"V_gxe",28.755,28.755,0.0825,0
"7739",4,323,"V_cov",40.3677,40.3677,0.1158,0
"7740",5,323,"V_error",44.9771,44.9771,0.1291,NA
"7741",1,324,"V_g",102.9457,102.9457,0.236,0
"7742",2,324,"V_e",141.8466,141.8466,0.3251,0
"7743",3,324,"V_gxe",18.1745,18.1745,0.0417,0
"7744",4,324,"V_cov",-118.4167,118.4167,0.2714,0
"7745",5,324,"V_error",54.883,54.883,0.1258,NA
"7746",1,325,"V_g",177.6651,177.6651,0.4074,0
"7747",2,325,"V_e",74.8274,74.8274,0.1716,0
"7748",3,325,"V_gxe",26.2754,26.2754,0.0603,0
"7749",4,325,"V_cov",107.9358,107.9358,0.2475,0
"7750",5,325,"V_error",49.3785,49.3785,0.1132,NA
"7751",1,326,"V_g",87.7448,87.7448,0.2418,0
"7752",2,326,"V_e",27.4982,27.4982,0.0758,0
"7753",3,326,"V_gxe",157.5299,157.5299,0.4341,0
"7754",4,326,"V_cov",-41.8433,41.8433,0.1153,0
"7755",5,326,"V_error",48.2976,48.2976,0.1331,NA
"7756",1,327,"V_g",268.3868,268.3868,0.8375,0
"7757",2,327,"V_e",1.6192,1.6192,0.0051,0
"7758",3,327,"V_gxe",9.1763,9.1763,0.0286,0
"7759",4,327,"V_cov",-1.4999,1.4999,0.0047,0
"7760",5,327,"V_error",39.782,39.782,0.1241,NA
"7761",1,328,"V_g",145.6868,145.6868,0.484,0
"7762",2,328,"V_e",21.3844,21.3844,0.071,0
"7763",3,328,"V_gxe",60.5935,60.5935,0.2013,0
"7764",4,328,"V_cov",-29.9395,29.9395,0.0995,0
"7765",5,328,"V_error",43.399,43.399,0.1442,NA
"7766",1,329,"V_g",158.1283,158.1283,0.407,0
"7767",2,329,"V_e",59.3408,59.3408,0.1527,0
"7768",3,329,"V_gxe",21.1421,21.1421,0.0544,0
"7769",4,329,"V_cov",93.5281,93.5281,0.2407,0
"7770",5,329,"V_error",56.3591,56.3591,0.1451,NA
"7771",1,32,"V_g",4.8826,4.8826,0.4219,0.003
"7772",2,32,"V_e",0.032,0.032,0.0028,0.003
"7773",3,32,"V_gxe",4.7203,4.7203,0.4078,0.003
"7774",4,32,"V_cov",-0.3952,0.3952,0.0341,0.003
"7775",5,32,"V_error",1.5436,1.5436,0.1334,NA
"7776",1,330,"V_g",52.9734,52.9734,0.1475,0
"7777",2,330,"V_e",48.0048,48.0048,0.1337,0
"7778",3,330,"V_gxe",165.5598,165.5598,0.4611,0
"7779",4,330,"V_cov",-41.6512,41.6512,0.116,0
"7780",5,330,"V_error",50.8874,50.8874,0.1417,NA
"7781",1,331,"V_g",126.5185,126.5185,0.394,0
"7782",2,331,"V_e",26.4164,26.4164,0.0823,0
"7783",3,331,"V_gxe",119.5782,119.5782,0.3724,0
"7784",4,331,"V_cov",-6.7174,6.7174,0.0209,0
"7785",5,331,"V_error",41.8965,41.8965,0.1305,NA
"7786",1,332,"V_g",35.1095,35.1095,0.0966,0
"7787",2,332,"V_e",71.4468,71.4468,0.1966,0
"7788",3,332,"V_gxe",170.5675,170.5675,0.4694,0
"7789",4,332,"V_cov",43.0121,43.0121,0.1184,0
"7790",5,332,"V_error",43.2242,43.2242,0.119,NA
"7791",1,333,"V_g",121.7715,121.7715,0.3071,0
"7792",2,333,"V_e",62.8911,62.8911,0.1586,0
"7793",3,333,"V_gxe",93.1361,93.1361,0.2349,0
"7794",4,333,"V_cov",-77.0443,77.0443,0.1943,0
"7795",5,333,"V_error",41.6958,41.6958,0.1051,NA
"7796",1,334,"V_g",35.6481,35.6481,0.1113,0
"7797",2,334,"V_e",38.3205,38.3205,0.1197,0
"7798",3,334,"V_gxe",188.1079,188.1079,0.5874,0
"7799",4,334,"V_cov",9.325,9.325,0.0291,0
"7800",5,334,"V_error",48.8371,48.8371,0.1525,NA
"7801",1,335,"V_g",70.7834,70.7834,0.1814,0
"7802",2,335,"V_e",100.3468,100.3468,0.2572,0
"7803",3,335,"V_gxe",102.3515,102.3515,0.2623,0
"7804",4,335,"V_cov",-72.0754,72.0754,0.1847,0
"7805",5,335,"V_error",44.6523,44.6523,0.1144,NA
"7806",1,336,"V_g",175.2977,175.2977,0.5826,0
"7807",2,336,"V_e",7.4749,7.4749,0.0248,0
"7808",3,336,"V_gxe",63.6941,63.6941,0.2117,0
"7809",4,336,"V_cov",-6.1986,6.1986,0.0206,0
"7810",5,336,"V_error",48.1991,48.1991,0.1602,NA
"7811",1,337,"V_g",23.2788,23.2788,0.0703,0
"7812",2,337,"V_e",64.1298,64.1298,0.1936,0
"7813",3,337,"V_gxe",174.4143,174.4143,0.5266,0
"7814",4,337,"V_cov",-20.7835,20.7835,0.0628,0
"7815",5,337,"V_error",48.581,48.581,0.1467,NA
"7816",1,338,"V_g",175.2231,175.2231,0.4103,0
"7817",2,338,"V_e",45.488,45.488,0.1065,0
"7818",3,338,"V_gxe",66.634,66.634,0.156,0
"7819",4,338,"V_cov",-79.1059,79.1059,0.1852,0
"7820",5,338,"V_error",60.6307,60.6307,0.142,NA
"7821",1,339,"V_g",230.5389,230.5389,0.5804,0
"7822",2,339,"V_e",23.6032,23.6032,0.0594,0
"7823",3,339,"V_gxe",22.7054,22.7054,0.0572,0
"7824",4,339,"V_cov",64.9613,64.9613,0.1636,0
"7825",5,339,"V_error",55.3859,55.3859,0.1394,NA
"7826",1,33,"V_g",0.3385,0.3385,0.0301,0
"7827",2,33,"V_e",6.1057,6.1057,0.5438,0
"7828",3,33,"V_gxe",2.8034,2.8034,0.2497,0
"7829",4,33,"V_cov",1.4376,1.4376,0.128,0
"7830",5,33,"V_error",0.5424,0.5424,0.0483,NA
"7831",1,340,"V_g",19.5035,19.5035,0.0603,0
"7832",2,340,"V_e",27.2397,27.2397,0.0842,0
"7833",3,340,"V_gxe",213.7158,213.7158,0.6603,0
"7834",4,340,"V_cov",10.7013,10.7013,0.0331,0
"7835",5,340,"V_error",52.5138,52.5138,0.1622,NA
"7836",1,341,"V_g",101.4689,101.4689,0.2541,0
"7837",2,341,"V_e",95.0798,95.0798,0.2381,0
"7838",3,341,"V_gxe",69.1066,69.1066,0.173,0
"7839",4,341,"V_cov",87.3617,87.3617,0.2187,0
"7840",5,341,"V_error",46.355,46.355,0.1161,NA
"7841",1,342,"V_g",27.8705,27.8705,0.0797,0
"7842",2,342,"V_e",72.6685,72.6685,0.2079,0
"7843",3,342,"V_gxe",185.2511,185.2511,0.5299,0
"7844",4,342,"V_cov",-10.647,10.647,0.0305,0
"7845",5,342,"V_error",53.1567,53.1567,0.1521,NA
"7846",1,343,"V_g",110.2446,110.2446,0.2746,0
"7847",2,343,"V_e",85.161,85.161,0.2121,0
"7848",3,343,"V_gxe",68.1625,68.1625,0.1698,0
"7849",4,343,"V_cov",91.727,91.727,0.2284,0
"7850",5,343,"V_error",46.2357,46.2357,0.1151,NA
"7851",1,344,"V_g",185.2103,185.2103,0.4424,0
"7852",2,344,"V_e",59.6811,59.6811,0.1426,0
"7853",3,344,"V_gxe",32.7509,32.7509,0.0782,0
"7854",4,344,"V_cov",102.1736,102.1736,0.2441,0
"7855",5,344,"V_error",38.8129,38.8129,0.0927,NA
"7856",1,345,"V_g",172.3283,172.3283,0.3916,0
"7857",2,345,"V_e",82.4365,82.4365,0.1874,0
"7858",3,345,"V_gxe",16.0467,16.0467,0.0365,0
"7859",4,345,"V_cov",-116.1138,116.1138,0.2639,0
"7860",5,345,"V_error",53.087,53.087,0.1206,NA
"7861",1,346,"V_g",26.3552,26.3552,0.0863,0
"7862",2,346,"V_e",36.4525,36.4525,0.1193,0
"7863",3,346,"V_gxe",192.618,192.618,0.6305,0
"7864",4,346,"V_cov",12.5547,12.5547,0.0411,0
"7865",5,346,"V_error",37.5021,37.5021,0.1228,NA
"7866",1,347,"V_g",134.0912,134.0912,0.2893,0
"7867",2,347,"V_e",133.5045,133.5045,0.2881,0
"7868",3,347,"V_gxe",10.9139,10.9139,0.0235,0
"7869",4,347,"V_cov",132.5488,132.5488,0.286,0
"7870",5,347,"V_error",52.3821,52.3821,0.113,NA
"7871",1,348,"V_g",93.0862,93.0862,0.2327,0
"7872",2,348,"V_e",104.0476,104.0476,0.2601,0
"7873",3,348,"V_gxe",64.554,64.554,0.1614,0
"7874",4,348,"V_cov",91.706,91.706,0.2292,0
"7875",5,348,"V_error",46.64,46.64,0.1166,NA
"7876",1,349,"V_g",170.4819,170.4819,0.5292,0
"7877",2,349,"V_e",13.2061,13.2061,0.041,0
"7878",3,349,"V_gxe",60.6807,60.6807,0.1883,0
"7879",4,349,"V_cov",34.9304,34.9304,0.1084,0
"7880",5,349,"V_error",42.8732,42.8732,0.1331,NA
"7881",1,34,"V_g",0.0445,0.0445,0.0042,0.004
"7882",2,34,"V_e",2.1055,2.1055,0.1987,0.004
"7883",3,34,"V_gxe",6.3466,6.3466,0.599,0.004
"7884",4,34,"V_cov",-0.3062,0.3062,0.0289,0.004
"7885",5,34,"V_error",1.7924,1.7924,0.1692,NA
"7886",1,350,"V_g",34.8556,34.8556,0.0964,0
"7887",2,350,"V_e",140.3297,140.3297,0.3882,0
"7888",3,350,"V_gxe",90.4086,90.4086,0.2501,0
"7889",4,350,"V_cov",53.6118,53.6118,0.1483,0
"7890",5,350,"V_error",42.2581,42.2581,0.1169,NA
"7891",1,35,"V_g",0.0668,0.0668,0.0096,0.003
"7892",2,35,"V_e",4.7252,4.7252,0.6826,0.001
"7893",3,35,"V_gxe",0.0489,0.0489,0.0071,0.002
"7894",4,35,"V_cov",-0.5617,0.5617,0.0811,0.002
"7895",5,35,"V_error",1.5199,1.5199,0.2196,NA
"7896",1,36,"V_g",0.8028,0.8028,0.1427,0.004
"7897",2,36,"V_e",0.8677,0.8677,0.1542,0.004
"7898",3,36,"V_gxe",2.562,2.562,0.4554,0.004
"7899",4,36,"V_cov",0.8346,0.8346,0.1483,0.004
"7900",5,36,"V_error",0.5592,0.5592,0.0994,NA
"7901",1,37,"V_g",0.178,0.178,0.031,0.004
"7902",2,37,"V_e",0.7267,0.7267,0.1264,0.004
"7903",3,37,"V_gxe",3.2366,3.2366,0.5629,0.004
"7904",4,37,"V_cov",-0.3596,0.3596,0.0625,0.004
"7905",5,37,"V_error",1.2485,1.2485,0.2172,NA
"7906",1,38,"V_g",2.9359,2.9359,0.3709,0.006
"7907",2,38,"V_e",1.1809,1.1809,0.1492,0.006
"7908",3,38,"V_gxe",0.4713,0.4713,0.0595,0.008
"7909",4,38,"V_cov",1.862,1.862,0.2352,0.006
"7910",5,38,"V_error",1.466,1.466,0.1852,NA
"7911",1,39,"V_g",0,0,0,0.999
"7912",2,39,"V_e",3.9413,3.9413,0.6632,0
"7913",3,39,"V_gxe",0.5608,0.5608,0.0944,0
"7914",4,39,"V_cov",-0.0099,0.0099,0.0017,0
"7915",5,39,"V_error",1.4311,1.4311,0.2408,NA
"7916",1,3,"V_g",0.3214,0.3214,0.035,0.003
"7917",2,3,"V_e",5.5305,5.5305,0.6016,0.003
"7918",3,3,"V_gxe",0.3689,0.3689,0.0401,0.004
"7919",4,3,"V_cov",1.3332,1.3332,0.145,0.004
"7920",5,3,"V_error",1.6396,1.6396,0.1783,NA
"7921",1,401,"V_g",0.8181,0.8181,0.0213,0
"7922",2,401,"V_e",27.8438,27.8438,0.7242,0
"7923",3,401,"V_gxe",0.1079,0.1079,0.0028,0
"7924",4,401,"V_cov",-4.7727,4.7727,0.1241,0
"7925",5,401,"V_error",4.9048,4.9048,0.1276,NA
"7926",1,402,"V_g",23.6761,23.6761,0.4854,0
"7927",2,402,"V_e",5.9155,5.9155,0.1213,0
"7928",3,402,"V_gxe",0.6448,0.6448,0.0132,0
"7929",4,402,"V_cov",11.8345,11.8345,0.2426,0
"7930",5,402,"V_error",6.7049,6.7049,0.1375,NA
"7931",1,403,"V_g",5.4202,5.4202,0.1192,0
"7932",2,403,"V_e",18.3824,18.3824,0.4043,0
