"","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","true_cov","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_eta","GxE_eta","GxE_eta_lwrCI","GxE_eta_uprCI","GxE_eta_pvalue","true_GxE_SSq","GxE_SSq","GxE_SSq_lwrCI","GxE_SSq_uprCI","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue"
"306",1,1411,1,1,0.444912473205477,-0.306748735718429,16,64,2,2,1,1.78084991313517,4.34053246577581,-0.94,-0.69,-0.99,-0.23,0.24,-0.94,-0.69,-0.98,-0.24,0.999,0.0020259240840481,0.55,0.38,0.17,0.6,0.01,0.41,0.1,0.01,0.27,0.01,0.41,0.11,0.02,0.28,0.01,0.41,0.3,0.06,0.63,0.55,0.38,0.26,0.65,0
"307",1,1412,1,1,0.52937204320915,-0.664424610789865,16,64,2,2,1,0.63726945174858,4.77709421316783,-0.91,-0.66,-0.97,-0.34,0.246,-0.91,-0.66,-0.95,-0.39,0.671,0.00158553612006029,0.15,0.36,0.14,0.58,0.02,0.03,0.07,0.01,0.18,0.01,0.03,0.08,0.02,0.19,0.02,0.03,0.15,0.03,0.34,0.15,0.36,0.2,0.45,0
"308",1,1413,1,1,0.0250394223257899,0.88555984897539,16,64,2,2,1,0.48838700633496,3.94641193548838,-0.3,-0.36,-0.73,-0.06,0.553,-0.3,-0.36,-0.63,-0.12,0.325,0.653768093020488,0.09,0.05,0,0.28,0.73,0.01,-0.01,-0.01,0.05,0.45,0.01,0,0,0.05,0.73,0.01,0,0,0.1,0.09,0.05,0,0.24,0.98
"309",1,1414,1,1,0.86311030224897,0.785905062686652,16,64,2,2,1,1.46346848644316,2.70836402972539,0.62,0.29,-0.32,0.89,0.652,0.62,0.29,-0.13,0.81,0.65,2.41188033399719e-09,0.76,0.78,0.56,1,0,0.77,0.39,0.25,0.55,0,0.77,0.4,0.26,0.56,0,0.77,0.79,0.58,0.93,0.76,0.78,0.68,0.82,0
"310",1,1415,1,1,0.579376766458154,0.825467935297638,16,64,2,2,1,1.72442941879854,4.6067492167155,0.89,0.82,0.44,0.99,0.142,0.89,0.82,0.54,0.99,0.633,0.000891014676992803,0.46,0.43,0.21,0.67,0.01,0.28,0.1,0.02,0.24,0,0.28,0.11,0.03,0.25,0.01,0.28,0.24,0.06,0.56,0.46,0.43,0.25,0.57,0
"311",1,1416,1,1,0.771124283317477,-0.0816197860985994,16,64,2,2,1,0.0154686626046896,4.88777111371358,-0.13,-0.05,-0.36,0.25,0.929,-0.13,-0.05,-0.32,0.19,0.999,0.671505449930338,0.01,0.05,0,0.29,0.72,0,-0.01,-0.01,0.04,0.45,0,0,0,0.05,0.72,0,0,0,0.11,0.01,0.05,0.01,0.27,0.98
"312",1,1417,1,1,0.265938558848575,-0.420314128510654,16,64,2,2,1,1.01657139835879,4.89129550457001,0.51,0.27,0.02,0.51,0.678,0.51,0.27,0.05,0.48,0.68,0.086538072190081,0.3,0.21,0.01,0.45,0.21,0.12,0.02,-0.01,0.09,0.14,0.12,0.02,0,0.1,0.21,0.12,0.05,0,0.18,0.3,0.21,0.03,0.35,0.21
"313",1,1418,1,1,0.692813128931448,-0.0977916931733489,16,64,2,2,1,0.141633580438793,5.76720453103383,-0.44,-0.51,-0.82,-0.25,0.42,-0.44,-0.51,-0.76,-0.31,0.314,0.163520070266313,0.04,0.17,0.01,0.4,0.36,0,0.01,-0.01,0.06,0.25,0,0.01,0,0.07,0.36,0,0.02,0,0.11,0.04,0.17,0.01,0.26,0.36
"314",1,1419,1,1,0.225087286904454,0.0993387405760586,16,64,2,2,1,1.57731072697788,5.03513728777568,-0.29,-0.21,-0.52,0.09,0.768,-0.29,-0.21,-0.46,0.02,0.661,0.550229896948774,0.01,0.08,0,0.3,0.65,0,-0.01,-0.01,0.04,0.43,0,0,0,0.05,0.65,0,0.01,0,0.11,0.01,0.08,0,0.26,0.93
"315",1,141,1,1,0.951518707675859,-0.535270743072033,2,128,8,8,0.5,3.0629309383221,20.0812036633492,-0.05,-0.17,-0.35,0,0.571,-0.05,-0.17,-0.41,0.06,0.588,1.32889913502522e-14,0.67,0.74,0.7,0.83,0,0.73,0.56,0.57,0.7,0,0.73,0.63,0.61,0.73,0,0.73,0.7,0.65,0.76,0.67,0.74,0.63,0.71,0
"316",1,1420,1,1,0.160336043220013,-0.267793897073716,16,64,2,2,1,0.704503971617669,4.19582060178121,-0.8,-0.94,-0.99,-0.57,0.039,-0.8,-0.94,-0.99,-0.68,0.369,0.0151110762991305,0.05,0.3,0.08,0.52,0.08,0,0.04,0,0.12,0.06,0,0.05,0,0.12,0.08,0,0.08,0.01,0.22,0.05,0.3,0.1,0.38,0
"317",1,1421,1,1,0.464860234875232,0.432125276420265,16,64,2,2,1,1.3670405629091,4.62915459871292,0.79,0.52,0.22,0.94,0.387,0.79,0.52,0.24,0.92,0.353,0.263322315869028,0.08,0.14,0.01,0.37,0.44,0.01,0,-0.01,0.09,0.33,0.01,0.01,0,0.1,0.44,0.01,0.02,0,0.18,0.08,0.14,0.01,0.34,0.58
"318",1,1422,1,1,0.629676087293774,0.667632232420146,16,64,2,2,1,0.370467422064394,4.49744241635005,0.97,0.69,0.23,0.98,0.237,0.97,0.69,0.31,0.98,0.304,0.208485756936333,0.01,0.18,0.01,0.44,0.27,0,0.01,-0.01,0.09,0.22,0,0.02,0,0.1,0.27,0,0.06,0,0.38,0.01,0.18,0.01,0.46,0.4
"319",1,1423,1,1,0.352040380472317,-0.440590812824667,16,64,2,2,1,1.02860327949747,4.8059132417043,0.31,0.4,0.08,0.86,0.518,0.31,0.4,0.09,0.76,0.999,0.00119347342775114,0.6,0.43,0.19,0.67,0.01,0.47,0.1,0.02,0.25,0.01,0.47,0.11,0.03,0.26,0.01,0.47,0.24,0.06,0.5,0.6,0.43,0.25,0.58,0
"320",1,1424,1,1,0.109981485409662,-0.537155402824283,16,64,2,2,1,1.83919548243284,4.42215381463369,-0.66,-0.71,-0.98,-0.36,0.216,-0.66,-0.71,-0.98,-0.41,0.329,0.073725819663902,0.21,0.24,0.02,0.5,0.17,0.06,0.02,-0.01,0.11,0.12,0.06,0.03,0,0.12,0.17,0.06,0.06,0,0.24,0.21,0.24,0.03,0.38,0.11
"321",1,1425,1,1,0.317814608803019,-0.352302809245884,16,64,2,2,1,0.922383321449161,4.11949210564295,0.06,-0.33,-0.95,0.54,0.59,0.06,-0.33,-0.93,0.46,0.666,1.11930686671083e-08,0.77,0.74,0.52,0.94,0,0.8,0.39,0.23,0.56,0,0.8,0.4,0.24,0.57,0,0.8,0.88,0.64,0.99,0.77,0.74,0.7,0.86,0
"322",1,1426,1,1,0.890763790579513,0.965890316292644,16,64,2,2,1,0.347961065825075,4.80016688903173,0.28,0.25,-0.06,0.59,0.702,0.28,0.25,0,0.52,0.664,0.125251008212655,0.13,0.19,0.02,0.41,0.25,0.02,0.01,-0.01,0.09,0.19,0.02,0.02,0,0.1,0.25,0.02,0.05,0,0.22,0.13,0.19,0.02,0.38,0.23
"323",1,1427,1,1,0.366243293974549,-0.354701346252114,16,64,2,2,1,1.06387231312692,4.80022446711858,-0.44,-0.27,-0.9,0.12,0.667,-0.44,-0.27,-0.86,0.13,0.999,0.00484518657793276,0.25,0.43,0.16,0.72,0.01,0.08,0.09,0,0.24,0.01,0.08,0.1,0.01,0.25,0.01,0.08,0.32,0.05,0.67,0.25,0.43,0.22,0.69,0
"324",1,1428,1,1,0.870386768132448,0.766715972684324,16,64,2,2,1,0.736901170108467,5.02978836695353,0.91,0.52,0.15,0.95,0.409,0.91,0.52,0.18,0.93,0.999,0.000398519474476514,0.37,0.46,0.22,0.69,0,0.18,0.12,0.02,0.26,0,0.18,0.13,0.03,0.27,0,0.18,0.3,0.09,0.54,0.37,0.46,0.29,0.62,0
"325",1,1429,1,1,0.306365870172158,-0.636628025677055,16,64,2,2,1,1.94683620007709,4.74076139132182,0.5,0.77,0.2,0.98,0.177,0.5,0.77,0.3,0.97,0.65,4.03437982843088e-05,0.46,0.55,0.31,0.79,0,0.29,0.19,0.06,0.35,0,0.29,0.2,0.07,0.36,0,0.29,0.51,0.22,0.76,0.46,0.55,0.42,0.74,0
"326",1,142,1,1,0.40031807217747,0.302056830376387,2,128,8,8,0.5,0.0981506752991118,25.2291165908178,0.74,0.72,0.63,0.81,0.007,0.74,0.72,0.6,0.82,0.01,0.187322562159862,0.06,0.27,0.27,0.36,1,0.01,0.02,0.05,0.14,0.42,0.01,0.09,0.09,0.16,1,0.01,0.1,0.1,0.17,0.06,0.27,0.24,0.35,0.05
"327",1,1430,1,1,0.570855583995581,-0.39790146658197,16,64,2,2,1,0.837147612124681,4.95515477657318,0.55,0.23,-0.09,0.52,0.74,0.55,0.23,-0.02,0.48,0.999,0.00170921102133936,0.5,0.42,0.17,0.67,0.02,0.34,0.08,0.01,0.23,0.02,0.34,0.09,0.01,0.24,0.02,0.34,0.19,0.03,0.45,0.5,0.42,0.2,0.56,0
"328",1,1431,1,1,0.183138032210991,0.47909186873585,16,64,2,2,1,1.54478065855801,3.94516356786092,0.36,0.29,0.01,0.64,0.631,0.36,0.29,0.02,0.58,0.999,0.000198950947485346,0.57,0.53,0.27,0.78,0,0.43,0.13,0.03,0.27,0,0.43,0.13,0.04,0.28,0,0.43,0.28,0.1,0.49,0.57,0.53,0.29,0.6,0
"329",1,1432,1,1,0.284737800247967,0.222142819315195,16,64,2,2,1,1.13560006953776,4.49823890527089,0.06,0.28,-0.19,0.87,0.67,0.06,0.28,-0.1,0.8,0.673,2.18349760461161e-06,0.72,0.72,0.48,1,0,0.68,0.25,0.12,0.43,0,0.68,0.26,0.13,0.44,0,0.68,0.61,0.32,0.84,0.72,0.72,0.52,0.78,0
"330",1,1433,1,1,0.959426362765953,-0.485105871222913,16,64,2,2,1,0.939546573441476,4.65731244484583,-0.95,-0.85,-0.99,-0.47,0.105,-0.95,-0.85,-0.99,-0.57,0.333,0.807674110983812,0.06,0.03,0,0.29,0.85,0,-0.01,-0.01,0.04,0.49,0,0,0,0.05,0.85,0,0,0,0.1,0.06,0.03,0,0.23,1
"331",1,1434,1,1,0.331118944333866,0.403573365882039,16,64,2,2,1,1.38879734883085,4.0890621304512,-0.11,-0.19,-0.5,0.04,0.763,-0.11,-0.19,-0.4,0,0.999,0.000454413660023209,0.43,0.46,0.22,0.7,0.01,0.24,0.09,0.02,0.21,0.01,0.24,0.1,0.02,0.22,0.01,0.24,0.17,0.04,0.35,0.43,0.46,0.22,0.49,0
"332",1,1435,1,1,0.821644298965111,-0.196392840705812,16,64,2,2,1,1.27510218415409,4.07470720609029,0.29,0.39,0.13,0.7,0.521,0.29,0.39,0.18,0.61,0.31,0.94958674971638,0.14,0.01,0.01,0.27,0.97,0.03,-0.01,-0.01,0.03,0.5,0.03,0,0,0.04,0.97,0.03,0,0,0.07,0.14,0.01,0,0.19,1
"333",1,1436,1,1,0.238788814051077,0.886286127381027,16,64,2,2,1,0.769628026057035,4.94163883924484,0.47,0.59,0.11,0.97,0.304,0.47,0.59,0.2,0.98,0.999,0.0101817405001682,0.39,0.38,0.1,0.65,0.03,0.2,0.07,-0.01,0.21,0.03,0.2,0.08,0.01,0.22,0.03,0.2,0.25,0.02,0.56,0.39,0.38,0.16,0.64,0.01
"334",1,1437,1,1,0.419113480718806,-0.629788902122527,16,64,2,2,1,1.33464679168537,5.00251436233521,-0.79,-0.78,-0.99,-0.27,0.167,-0.79,-0.78,-0.99,-0.37,0.673,0.00762195116628593,0.56,0.39,0.12,0.64,0.02,0.41,0.07,0,0.21,0.02,0.41,0.08,0.01,0.22,0.02,0.41,0.25,0.03,0.54,0.56,0.39,0.21,0.6,0
"335",1,1438,1,1,0.868461414240301,0.906262886710465,16,64,2,2,1,1.35083966702223,3.65899002154668,0.45,0.47,0.02,0.94,0.463,0.45,0.47,0.1,0.93,0.332,0.566751353618376,0.17,0.08,0,0.35,0.64,0.04,-0.01,-0.01,0.06,0.49,0.04,0,0,0.08,0.64,0.04,0.01,0,0.23,0.17,0.08,0.01,0.38,0.94
"336",1,1439,1,1,0.231356893898919,-0.906984586268663,16,64,2,2,1,1.75953800743446,4.79743914206823,0.55,0.5,0.25,0.8,0.401,0.55,0.5,0.28,0.76,0.341,0.378557702379504,0.3,0.11,0,0.36,0.54,0.12,0,-0.01,0.06,0.35,0.12,0.01,0,0.07,0.54,0.12,0.01,0,0.14,0.3,0.11,0.01,0.3,0.77
"337",1,143,1,1,0.123155875597149,0.786329314112663,2,128,8,8,0.5,1.87858838080196,25.3583476225535,0.43,0.4,0.31,0.49,0.205,0.43,0.4,0.29,0.5,0.173,2.60612734230545e-09,0.48,0.55,0.52,0.63,0.57,0.38,0.32,0.34,0.46,0,0.38,0.4,0.38,0.49,0.39,0.38,0.45,0.41,0.52,0.48,0.55,0.49,0.57,0
"338",1,1440,1,1,0.416037368355319,-0.460778504610062,16,64,2,2,1,0.886387492995709,4.95706026554108,-0.18,-0.01,-0.31,0.24,0.995,-0.18,-0.01,-0.25,0.21,0.999,0.783947781194968,0.03,0.03,0,0.27,0.82,0,-0.01,-0.01,0.04,0.46,0,0,0,0.05,0.82,0,0,0,0.1,0.03,0.03,0,0.22,1
"339",1,1441,1,1,0.218665616353974,-0.67018841067329,16,64,2,2,1,1.59147890098393,4.58542674382528,0.16,0.28,0.01,0.69,0.676,0.16,0.28,0.04,0.58,0.999,0.00824124768351603,0.33,0.32,0.1,0.54,0.03,0.15,0.05,0,0.16,0.03,0.15,0.06,0.01,0.17,0.03,0.15,0.13,0.01,0.35,0.33,0.32,0.13,0.48,0.01
"340",1,1442,1,1,0.110723217017949,-0.43157474277541,16,64,2,2,1,1.5696520563215,4.5259915471077,-0.3,-0.41,-0.91,0,0.493,-0.3,-0.41,-0.89,-0.06,0.668,9.00220735473573e-07,0.67,0.67,0.46,0.9,0,0.6,0.25,0.12,0.43,0,0.6,0.27,0.14,0.44,0,0.6,0.57,0.32,0.78,0.67,0.67,0.5,0.75,0
"341",1,1443,1,1,0.826046556932852,-0.195741480216384,16,64,2,2,1,1.13304463867098,4.2563627799352,0.35,0.24,0.01,0.58,0.698,0.35,0.24,0.04,0.52,0.999,1.92084146864434e-05,0.45,0.59,0.37,0.82,0,0.27,0.14,0.06,0.28,0,0.27,0.15,0.06,0.29,0,0.27,0.26,0.11,0.46,0.45,0.59,0.3,0.57,0
"342",1,1444,1,1,0.468303004745394,-0.690529716666788,16,64,2,2,1,0.427153586409986,5.71555449167887,0.39,0.41,0.13,0.8,0.504,0.39,0.41,0.15,0.75,0.675,0.217935775277694,0.14,0.15,0.01,0.37,0.38,0.03,0,-0.01,0.07,0.28,0.03,0.01,0,0.08,0.38,0.03,0.03,0,0.14,0.14,0.15,0.01,0.3,0.45
"343",1,1445,1,1,0.338612628402188,-0.652959118597209,16,64,2,2,1,1.3078520395793,3.93589904705683,0.02,0.04,-0.23,0.3,0.945,0.02,0.04,-0.17,0.25,0.999,0.00292045816740186,0.43,0.4,0.15,0.66,0.02,0.25,0.07,0.01,0.18,0.02,0.25,0.08,0.02,0.18,0.02,0.25,0.16,0.03,0.34,0.43,0.4,0.18,0.48,0
"344",1,1446,1,1,0.207339278655127,-0.917436857242137,16,64,2,2,1,1.31268791574985,4.89543087085088,-0.83,-1,-0.99,-0.53,0.003,-0.83,-1,-1,-0.6,0.32,0.0002017036113248,0.38,0.43,0.22,0.64,0.01,0.2,0.11,0.03,0.24,0,0.2,0.12,0.04,0.25,0.01,0.2,0.23,0.07,0.44,0.38,0.43,0.27,0.52,0
"345",1,1447,1,1,0.852371307555586,0.95641295099631,16,64,2,2,1,0.0696794823743403,4.12749888499578,0.95,0.81,0.56,0.99,0.129,0.95,0.81,0.6,0.99,0.325,0.322302968605772,0,0.12,0,0.37,0.52,0,0,-0.01,0.05,0.32,0,0.01,0,0.06,0.52,0,0.01,0,0.09,0,0.12,0.01,0.24,0.71
"346",1,1448,1,1,0.837785708485171,-0.43177236802876,16,64,2,2,1,1.27565488871187,3.63052163918813,0.81,0.74,0.21,0.99,0.181,0.81,0.74,0.25,0.98,0.323,0.12209799807877,0.11,0.24,0.02,0.55,0.16,0.02,0.02,-0.01,0.12,0.13,0.02,0.03,0,0.14,0.16,0.02,0.11,0,0.44,0.11,0.24,0.04,0.52,0.26
"347",1,1449,1,1,0.660924777155742,0.0429040123708546,16,64,2,2,1,0.481190139427781,4.37264401515325,-0.38,-0.18,-0.51,0.14,0.782,-0.38,-0.18,-0.46,0.09,0.999,5.60506916230338e-07,0.59,0.67,0.45,0.9,0,0.47,0.23,0.12,0.36,0,0.47,0.24,0.13,0.37,0,0.47,0.44,0.24,0.63,0.59,0.67,0.46,0.67,0
"348",1,144,1,1,0.621766014257446,-0.506902386434376,2,128,8,8,0.5,0.942108886134811,21.8340999563535,-0.8,-0.75,-0.84,-0.66,0.004,-0.8,-0.75,-0.87,-0.63,0.007,7.39808254740866e-05,0.23,0.35,0.35,0.43,1,0.09,0.11,0.14,0.23,0.15,0.09,0.18,0.18,0.26,1,0.09,0.19,0.18,0.26,0.23,0.35,0.32,0.42,0
"349",1,1450,1,1,0.303234839811921,-0.832225383259356,16,64,2,2,1,0.386272901669145,4.20433471600215,0.08,0.1,-0.18,0.4,0.891,0.08,0.1,-0.13,0.35,0.999,0.00145648682116438,0.2,0.41,0.18,0.63,0.01,0.05,0.09,0.01,0.2,0.01,0.05,0.09,0.02,0.21,0.01,0.05,0.19,0.05,0.38,0.2,0.41,0.23,0.51,0
"350",1,1451,1,1,0.806299949297681,-0.149166214745492,16,256,4,4,1,0.391562538577709,8.23243952989578,-0.11,-0.01,-0.17,0.13,0.993,-0.11,-0.01,-0.12,0.1,0.989,0.0010769631673195,0.24,0.3,0.23,0.43,0.05,0.1,0.04,0.02,0.11,0.02,0.1,0.06,0.04,0.13,0.06,0.1,0.13,0.08,0.24,0.24,0.3,0.22,0.39,0
"351",1,1452,1,1,0.168021579040214,-0.512851253151894,16,256,4,4,1,1.59435088769766,7.21017057100932,0.52,0.52,0.21,0.73,0.187,0.52,0.52,0.29,0.72,0.216,1.13646874636204e-22,0.52,0.64,0.56,0.76,0,0.5,0.29,0.24,0.39,0,0.5,0.31,0.26,0.4,0,0.5,0.58,0.48,0.68,0.52,0.64,0.53,0.64,0
"352",1,1453,1,1,0.92678651609458,-0.254410624969751,16,256,4,4,1,1.95380108597688,5.89356268246969,0.26,0.28,0.05,0.54,0.493,0.26,0.28,0.08,0.47,0.527,9.16008716637503e-20,0.66,0.58,0.5,0.69,0,0.65,0.26,0.2,0.37,0,0.65,0.28,0.22,0.38,0,0.65,0.55,0.43,0.66,0.66,0.58,0.54,0.66,0
"353",1,1454,1,1,0.642895841039717,-0.626488563604653,16,256,4,4,1,0.294534836011007,6.27357773383458,-0.94,-0.9,-0.98,-0.68,0.008,-0.94,-0.9,-0.98,-0.7,0.006,6.07351865395029e-05,0.21,0.3,0.25,0.44,0.03,0.07,0.06,0.03,0.13,0.01,0.07,0.07,0.05,0.14,0.02,0.07,0.14,0.09,0.26,0.21,0.3,0.23,0.39,0
"354",1,1455,1,1,0.622556344605982,-0.507652597036213,16,256,4,4,1,3.94795898953453,4.89898699124654,0.15,0.16,-0.09,0.43,0.717,0.15,0.16,-0.06,0.38,0.713,1.76305433062418e-27,0.66,0.73,0.63,0.85,0,0.7,0.38,0.32,0.48,0,0.7,0.4,0.33,0.5,0,0.7,0.75,0.64,0.84,0.66,0.73,0.64,0.74,0
"355",1,1456,1,1,0.413702640449628,0.0686272336170077,16,256,4,4,1,1.74521341611166,8.4614462852478,0.32,0.56,0.31,0.74,0.15,0.32,0.56,0.36,0.73,0.161,2.42737536841025e-09,0.39,0.45,0.36,0.57,0,0.24,0.12,0.08,0.19,0,0.24,0.14,0.1,0.21,0,0.24,0.27,0.2,0.38,0.39,0.45,0.38,0.52,0
"356",1,1457,1,1,0.591459717368707,-0.819181839004159,16,256,4,4,1,0.119198586484417,8.56972011327744,-0.66,-0.65,-0.86,-0.46,0.097,-0.66,-0.65,-0.82,-0.5,0.081,0.28593735506058,0.05,0.18,0.15,0.34,0.73,0,0,0,0.06,0.33,0,0.02,0.02,0.07,0.74,0,0.05,0.03,0.14,0.05,0.18,0.12,0.28,0.33
"357",1,1458,1,1,0.293381099356338,0.619973008986562,16,256,4,4,1,1.49392189617502,7.95126997629801,-0.2,-0.37,-0.51,-0.22,0.372,-0.2,-0.37,-0.47,-0.24,0.388,1.89311417498199e-07,0.29,0.33,0.27,0.45,0.01,0.17,0.08,0.05,0.15,0,0.17,0.09,0.06,0.16,0,0.17,0.16,0.11,0.26,0.29,0.33,0.25,0.38,0
"358",1,1459,1,1,0.316426562145352,-0.0955542707815766,16,256,4,4,1,3.79598604189232,4.11884975035985,0.17,0.09,-0.17,0.33,0.827,0.17,0.09,-0.12,0.29,0.847,7.67259563587523e-14,0.49,0.55,0.44,0.69,0,0.38,0.2,0.15,0.31,0,0.38,0.22,0.17,0.33,0,0.38,0.51,0.39,0.65,0.49,0.55,0.5,0.65,0
"359",1,145,1,1,0.105986848240718,-0.632841700222343,2,128,8,8,0.5,0.439554551593028,22.3841764410337,-0.18,-0.19,-0.26,-0.12,0.522,-0.18,-0.19,-0.26,-0.11,0.524,0.152399281528043,0.19,0.26,0.26,0.36,1,0.05,0.02,0.06,0.15,0.44,0.05,0.1,0.1,0.18,1,0.05,0.11,0.1,0.19,0.19,0.26,0.26,0.36,0
"360",1,1460,1,1,0.200080214301124,0.983923680149019,16,256,4,4,1,0.202750304439105,7.93933238188426,0.28,0.29,0.18,0.42,0.501,0.28,0.29,0.19,0.39,0.485,0.455275012377607,0.03,0.16,0.14,0.31,0.89,0,0,0,0.05,0.44,0,0.02,0.01,0.06,0.88,0,0.03,0.02,0.11,0.03,0.16,0.11,0.25,0.59
"361",1,1461,1,1,0.834869857411832,-0.806208416819572,16,256,4,4,1,0.582806720426306,7.14155638217926,-0.65,-0.74,-0.92,-0.51,0.064,-0.65,-0.74,-0.92,-0.55,0.049,0.00164652590318839,0.27,0.27,0.21,0.4,0.06,0.1,0.04,0.02,0.11,0.02,0.1,0.06,0.04,0.13,0.06,0.1,0.14,0.08,0.26,0.27,0.27,0.23,0.4,0
"362",1,1462,1,1,0.938085568137467,0.538700780831277,16,256,4,4,1,3.47588714212179,7.20455581347148,0.13,0.29,0.07,0.52,0.476,0.13,0.29,0.1,0.48,0.511,2.70223978457432e-20,0.6,0.57,0.5,0.68,0,0.67,0.29,0.24,0.38,0,0.67,0.31,0.26,0.4,0,0.67,0.64,0.53,0.75,0.6,0.57,0.53,0.63,0
"363",1,1463,1,1,0.158528226660565,-0.814638908021152,16,256,4,4,1,1.36715011682827,7.80000839630763,0.33,0.46,0.23,0.67,0.272,0.33,0.46,0.27,0.66,0.264,1.35500169572712e-08,0.4,0.38,0.3,0.5,0,0.25,0.1,0.06,0.19,0,0.25,0.12,0.08,0.21,0,0.25,0.24,0.16,0.37,0.4,0.38,0.32,0.46,0
"364",1,1464,1,1,0.942946744849905,-0.793385553173721,16,256,4,4,1,2.25079670967534,6.24652125835419,0.22,0.28,0.07,0.49,0.497,0.22,0.28,0.1,0.44,0.505,3.98177019607581e-18,0.57,0.62,0.51,0.73,0,0.43,0.24,0.18,0.33,0,0.43,0.26,0.2,0.35,0,0.43,0.5,0.38,0.62,0.57,0.62,0.51,0.64,0
"365",1,1465,1,1,0.336611549602821,0.638715766835958,16,256,4,4,1,0.796992892739363,7.12361702124278,0.56,0.56,0.36,0.78,0.175,0.56,0.56,0.4,0.73,0.162,1.16415182565191e-12,0.45,0.51,0.41,0.64,0,0.33,0.17,0.12,0.26,0,0.33,0.19,0.14,0.28,0,0.33,0.39,0.28,0.53,0.45,0.51,0.44,0.58,0
"366",1,1466,1,1,0.715364663861692,-0.0978912035934627,16,256,4,4,1,1.74272443442838,6.63560493389765,-0.4,-0.08,-0.38,0.2,0.841,-0.4,-0.08,-0.33,0.18,0.861,3.71100934265455e-24,0.65,0.65,0.56,0.77,0,0.79,0.35,0.29,0.46,0,0.79,0.38,0.32,0.48,0,0.79,0.78,0.66,0.87,0.65,0.65,0.64,0.76,0
"367",1,1467,1,1,0.811219600727782,-0.144878001417965,16,256,4,4,1,0.0580928642814979,5.2556357661883,-0.17,-0.23,-0.35,-0.1,0.581,-0.17,-0.23,-0.33,-0.13,0.552,0.155195581378746,0.04,0.17,0.13,0.29,0.67,0,0.01,0,0.06,0.28,0,0.03,0.02,0.07,0.7,0,0.05,0.03,0.13,0.04,0.17,0.13,0.27,0.17
"368",1,1468,1,1,0.760624657385051,0.0384177649393678,16,256,4,4,1,0.593368972574826,6.86815371513367,-0.04,-0.13,-0.25,0,0.766,-0.04,-0.13,-0.24,-0.03,0.755,1.26732062630382e-05,0.32,0.31,0.24,0.43,0.03,0.15,0.06,0.03,0.13,0,0.15,0.08,0.05,0.14,0.02,0.15,0.14,0.09,0.24,0.32,0.31,0.22,0.37,0
"369",1,1469,1,1,0.86977961845696,-0.595441671553999,16,256,4,4,1,1.08687369815074,6.20567402442296,-0.84,-0.6,-0.9,-0.35,0.131,-0.84,-0.6,-0.86,-0.38,0.159,2.76542511784637e-08,0.46,0.41,0.34,0.55,0,0.33,0.13,0.08,0.23,0,0.33,0.15,0.1,0.25,0,0.33,0.39,0.27,0.56,0.46,0.41,0.42,0.58,0
"370",1,146,1,1,0.585762416245416,0.0640662196092308,2,128,8,8,0.5,0.618539985730313,20.9060989777247,0.11,0.04,-0.03,0.11,0.898,0.11,0.04,-0.04,0.12,0.899,0.0142977767165539,0.25,0.35,0.33,0.43,1,0.1,0.06,0.1,0.21,0.26,0.1,0.15,0.15,0.23,1,0.1,0.16,0.16,0.24,0.25,0.35,0.32,0.42,0
"371",1,1470,1,1,0.24407170037739,0.380953111220151,16,256,4,4,1,1.26062820394058,7.49913429816564,0.65,0.46,0.19,0.73,0.279,0.65,0.46,0.25,0.68,0.274,8.9656045458198e-15,0.52,0.51,0.45,0.64,0,0.47,0.21,0.17,0.3,0,0.47,0.23,0.19,0.32,0,0.47,0.5,0.4,0.63,0.52,0.51,0.47,0.61,0
"372",1,1471,1,1,0.52132243826054,-0.879201848525554,16,256,4,4,1,0.394768704115413,7.46385892629623,-0.57,-0.65,-0.84,-0.46,0.107,-0.57,-0.65,-0.82,-0.47,0.096,0.474888090834617,0.17,0.16,0.14,0.32,0.87,0.05,0,0,0.05,0.46,0.05,0.02,0.01,0.07,0.88,0.05,0.04,0.02,0.13,0.17,0.16,0.11,0.26,0.64
"373",1,1472,1,1,0.892158065224066,-0.415812016930431,16,256,4,4,1,0.725501681773458,7.30860061645508,-0.34,-0.34,-0.52,-0.19,0.423,-0.34,-0.34,-0.48,-0.21,0.422,0.00534290561527685,0.3,0.24,0.18,0.38,0.21,0.14,0.03,0.01,0.11,0.05,0.14,0.05,0.03,0.13,0.16,0.14,0.1,0.06,0.23,0.3,0.24,0.19,0.35,0
"374",1,1473,1,1,0.623144663637504,0.767529951408505,16,256,4,4,1,3.61093641771004,7.28639349937439,0.25,0.27,0.07,0.49,0.513,0.25,0.27,0.09,0.46,0.521,9.10427257363996e-15,0.54,0.53,0.45,0.67,0,0.46,0.21,0.16,0.3,0,0.46,0.23,0.18,0.31,0,0.46,0.49,0.38,0.61,0.54,0.53,0.5,0.63,0
