"","X1","row","replicate","env_scenario","delta_env","delta_gen","sample_size","total_samples","n_env","n_pop","std_dev","interaction","Sim_time","true_cov","covariance","covariance_lwrCI","covariance_uprCI","covariance_pvalue","true_cov_means","cov_means","cov_means_lwrCI","cov_means_uprCI","cov_means_pvalue","GxE_Anova","true_GxE_emm","GxE_emm","GxE_emm_lwrCI","GxE_emm_uprCI","GxE_emm_pvalue","true_GxE_omega","GxE_omega","GxE_omega_lwrCI","GxE_omega_uprCI","GxE_omega_pvalue","true_GxE_eta","GxE_eta","GxE_eta_lwrCI","GxE_eta_uprCI","GxE_eta_pvalue","true_GxE_SSq","GxE_SSq","GxE_SSq_lwrCI","GxE_SSq_uprCI","true_GxE_means","GxE_means","GxE_means_lwrCI","GxE_means_uprCI","GxE_means_pvalue"
"238",1,1260,1,1,0.350044574355707,0.324568841606379,8,128,4,4,1,1.53113047021674,6.09796228011449,0.34,-0.4,-0.82,0.2,0.332,0.34,-0.4,-0.79,0.13,0.343,2.1008035689689e-10,0.78,0.65,0.54,0.82,0,0.89,0.33,0.25,0.5,0,0.89,0.38,0.3,0.53,0,0.89,0.76,0.6,0.87,0.78,0.65,0.62,0.75,0
"239",1,1261,1,1,0.71110960142687,-0.39634614251554,8,128,4,4,1,0.684389519491233,7.82685436805089,-0.47,-0.65,-0.91,-0.37,0.1,-0.47,-0.65,-0.88,-0.4,0.108,0.000532402427323403,0.49,0.45,0.33,0.62,0.01,0.39,0.11,0.06,0.25,0.01,0.39,0.15,0.1,0.28,0.02,0.39,0.3,0.18,0.48,0.49,0.45,0.36,0.57,0
"240",1,1262,1,1,0.473137591965497,-0.11199141619727,8,128,4,4,1,0.454689049120061,7.79061892429988,0.03,0.14,-0.04,0.29,0.743,0.03,0.14,-0.01,0.28,0.744,0.0110023775103434,0.27,0.34,0.28,0.52,0.35,0.11,0.05,0.03,0.16,0.1,0.11,0.08,0.06,0.19,0.32,0.11,0.14,0.09,0.29,0.27,0.34,0.23,0.43,0
"241",1,1263,1,1,0.723731340141967,0.421313892584294,8,128,4,4,1,2.89460370270535,7.79172753095627,0.58,0.39,0.08,0.72,0.328,0.58,0.39,0.12,0.68,0.37,4.25251784964874e-10,0.53,0.55,0.46,0.71,0,0.49,0.27,0.2,0.42,0,0.49,0.31,0.23,0.44,0,0.49,0.53,0.4,0.67,0.53,0.55,0.47,0.63,0
"242",1,1264,1,1,0.924074595561251,0.742820318322629,8,128,4,4,1,0.770031549362466,9.31041934490204,0.51,0.53,0.3,0.76,0.183,0.51,0.53,0.32,0.74,0.183,0.0358145812287387,0.27,0.31,0.25,0.5,0.45,0.12,0.04,0.02,0.14,0.13,0.12,0.08,0.05,0.18,0.36,0.12,0.14,0.09,0.3,0.27,0.31,0.23,0.42,0.04
"243",1,1265,1,1,0.396581577835605,-0.454905130900443,8,128,4,4,1,0.927317292080261,7.2962630033493,-0.16,-0.2,-0.5,0.08,0.655,-0.16,-0.2,-0.44,0.04,0.651,0.00300533240770469,0.43,0.42,0.32,0.59,0.03,0.32,0.1,0.05,0.27,0.01,0.32,0.15,0.1,0.3,0.03,0.32,0.37,0.21,0.61,0.43,0.42,0.37,0.62,0
"244",1,1266,1,1,0.783005256904289,0.291635585948825,8,128,4,4,1,1.96488043163205,9.4366788427035,0.42,0.65,0.24,0.92,0.102,0.42,0.65,0.33,0.91,0.113,1.58649587701548e-09,0.64,0.62,0.55,0.79,0,0.62,0.29,0.24,0.44,0,0.62,0.33,0.28,0.47,0,0.62,0.65,0.51,0.79,0.64,0.62,0.54,0.69,0
"245",1,1267,1,1,0.815981399966404,0.326264415867627,8,128,4,4,1,3.85003398451954,7.76400432189306,-0.36,-0.18,-0.53,0.18,0.676,-0.36,-0.18,-0.48,0.14,0.66,6.51467466873805e-13,0.65,0.76,0.64,0.93,0,0.72,0.36,0.3,0.5,0,0.72,0.4,0.33,0.53,0,0.72,0.69,0.55,0.8,0.65,0.76,0.59,0.74,0
"246",1,1268,1,1,0.721635375870392,-0.151234530378133,8,128,4,4,1,1.39899176873267,7.80836499134699,-0.25,-0.29,-0.71,0.29,0.49,-0.25,-0.29,-0.63,0.17,0.481,7.28151079058936e-10,0.62,0.72,0.58,0.9,0,0.57,0.31,0.24,0.48,0,0.57,0.36,0.28,0.51,0,0.57,0.72,0.55,0.84,0.62,0.72,0.63,0.77,0
"247",1,1269,1,1,0.484373691724613,0.928561648353934,8,128,4,4,1,0.259054553294554,9.30060086250305,0.48,0.49,0.28,0.68,0.237,0.48,0.49,0.32,0.65,0.229,0.234101874660581,0.1,0.26,0.21,0.45,0.65,0.02,0.01,0,0.13,0.31,0.02,0.05,0.04,0.16,0.7,0.02,0.1,0.07,0.28,0.1,0.26,0.18,0.4,0.18
"248",1,126,1,1,0.941394783323631,0.497121908701956,2,128,8,8,0.5,2.76567373704165,10.9594483335813,0.39,0.31,0.22,0.41,0.3,0.39,0.31,0.19,0.44,0.321,6.01367099702277e-10,0.53,0.57,0.54,0.65,0.29,0.42,0.33,0.35,0.47,0,0.42,0.4,0.39,0.5,0.4,0.42,0.45,0.41,0.52,0.53,0.57,0.5,0.6,0
"249",1,1270,1,1,0.325927553698421,0.483953110873699,8,128,4,4,1,0.550976621729787,6.99313242038091,0.56,0.55,0.31,0.8,0.154,0.56,0.55,0.36,0.76,0.148,0.000876360407112101,0.33,0.36,0.3,0.53,0.24,0.21,0.07,0.04,0.17,0.04,0.21,0.1,0.07,0.19,0.17,0.21,0.15,0.1,0.28,0.33,0.36,0.25,0.4,0
"250",1,1271,1,1,0.270674955798313,-0.340297396760434,8,128,4,4,1,3.36773783154786,7.46963063081106,0.25,-0.13,-0.48,0.2,0.766,0.25,-0.13,-0.46,0.19,0.769,4.4427161130855e-07,0.54,0.56,0.43,0.72,0,0.4,0.2,0.14,0.35,0,0.4,0.24,0.18,0.38,0,0.4,0.46,0.33,0.64,0.54,0.56,0.47,0.65,0
"251",1,1272,1,1,0.180347204208374,0.710252040531486,8,128,4,4,1,1.6446231022384,7.25469938516617,-0.4,-0.36,-0.72,0.01,0.406,-0.4,-0.36,-0.74,0,0.381,1.51849949207041e-07,0.58,0.58,0.45,0.72,0,0.52,0.23,0.17,0.38,0,0.52,0.27,0.21,0.41,0,0.52,0.56,0.41,0.71,0.58,0.58,0.53,0.7,0
"252",1,1273,1,1,0.0227619577199221,0.73104056250304,8,128,4,4,1,0.819861443536356,6.27488532861074,0.1,0.24,-0.02,0.51,0.601,0.1,0.24,0.02,0.49,0.553,0.0720863770316295,0.35,0.34,0.26,0.54,0.26,0.21,0.04,0.01,0.17,0.16,0.21,0.08,0.06,0.2,0.36,0.21,0.17,0.11,0.37,0.35,0.34,0.27,0.48,0.02
"253",1,1274,1,1,0.511617604875937,0.452897869516164,8,128,4,4,1,0.466457767067477,9.24257919788361,0.88,0.81,0.56,0.97,0.027,0.88,0.81,0.6,0.96,0.034,0.00256090221719185,0.25,0.36,0.27,0.52,0.17,0.11,0.06,0.03,0.17,0.06,0.11,0.1,0.06,0.2,0.21,0.11,0.16,0.09,0.29,0.25,0.36,0.26,0.43,0
"254",1,1275,1,1,0.310409603174776,0.609836731106043,8,128,4,4,1,0.500142699349672,7.81669193903605,0.31,0.19,-0.01,0.42,0.66,0.31,0.19,0.02,0.38,0.665,9.73313162051074e-05,0.27,0.43,0.33,0.59,0.03,0.13,0.11,0.07,0.25,0.01,0.13,0.15,0.1,0.28,0.02,0.13,0.27,0.17,0.45,0.27,0.43,0.32,0.51,0
"255",1,1276,1,1,0.949121507350355,-0.164106290787458,8,128,4,4,1,0.440095428444911,7.82231307427088,-0.08,-0.2,-0.39,-0.04,0.648,-0.08,-0.2,-0.35,-0.07,0.661,0.0507842647778536,0.25,0.29,0.23,0.49,0.51,0.1,0.03,0.01,0.15,0.14,0.1,0.07,0.04,0.18,0.46,0.1,0.12,0.07,0.29,0.25,0.29,0.21,0.4,0.05
"256",1,1277,1,1,0.449551798868924,-0.513685598038137,8,128,4,4,1,0.473434153227136,7.24107716878255,-0.9,-0.8,-0.95,-0.5,0.029,-0.9,-0.8,-0.94,-0.55,0.027,0.119299538721901,0.22,0.31,0.22,0.51,0.5,0.08,0.02,0,0.15,0.25,0.08,0.06,0.04,0.18,0.57,0.08,0.12,0.06,0.32,0.22,0.31,0.2,0.42,0.08
"257",1,1278,1,1,0.0583699240814894,0.465934821404517,8,128,4,4,1,0.0539096346637234,7.14757681687673,0.17,0.15,0,0.28,0.712,0.17,0.15,0.01,0.26,0.712,0.530129809397111,0.06,0.18,0.15,0.36,0.94,0.01,0,-0.01,0.08,0.48,0.01,0.03,0.02,0.1,0.95,0.01,0.04,0.03,0.15,0.06,0.18,0.13,0.29,0.6
"258",1,1279,1,1,0.418619412463158,-0.923614933621138,8,128,4,4,1,2.33076059166342,7.44906572500865,-0.17,-0.34,-0.62,-0.07,0.44,-0.17,-0.34,-0.58,-0.1,0.425,1.99403724004529e-09,0.55,0.62,0.51,0.78,0,0.5,0.26,0.18,0.39,0,0.5,0.29,0.22,0.42,0,0.5,0.52,0.38,0.67,0.55,0.62,0.49,0.65,0
"259",1,127,1,1,0.804853431181982,-0.421211487147957,2,128,8,8,0.5,0.629047635013703,18.4790181517601,-0.49,-0.57,-0.65,-0.47,0.041,-0.49,-0.57,-0.67,-0.45,0.054,0.0440218717942716,0.17,0.33,0.33,0.42,1,0.05,0.05,0.09,0.18,0.3,0.05,0.14,0.14,0.22,1,0.05,0.15,0.15,0.23,0.17,0.33,0.3,0.4,0
"260",1,1280,1,1,0.251488280715421,-0.112161104101688,8,128,4,4,1,3.73888264549896,7.13163945674896,-0.09,-0.09,-0.49,0.36,0.829,-0.09,-0.09,-0.48,0.32,0.847,3.35186972836819e-07,0.64,0.57,0.45,0.74,0,0.63,0.22,0.15,0.38,0,0.63,0.26,0.19,0.41,0,0.63,0.55,0.37,0.71,0.64,0.57,0.51,0.68,0
"261",1,1281,1,1,0.774905353551731,0.821810373105109,8,128,4,4,1,1.59237619125983,7.78291600545247,0.2,0.4,0.07,0.68,0.355,0.2,0.4,0.11,0.64,0.314,0.00543976140820817,0.48,0.38,0.28,0.57,0.1,0.32,0.07,0.03,0.22,0.03,0.32,0.11,0.07,0.25,0.1,0.32,0.23,0.12,0.43,0.48,0.38,0.3,0.52,0
"262",1,1282,1,1,0.833793209400028,0.689887413289398,8,128,4,4,1,3.27661195350811,8.93162838617961,0.4,0.45,0.15,0.79,0.287,0.4,0.45,0.16,0.77,0.274,2.0349596447811e-08,0.54,0.61,0.49,0.77,0,0.5,0.24,0.18,0.38,0,0.5,0.28,0.22,0.41,0,0.5,0.53,0.39,0.69,0.54,0.61,0.5,0.66,0
"263",1,1283,1,1,0.436177023919299,-0.351118022110313,8,128,4,4,1,1.39052996251965,7.47748453617096,-0.51,-0.17,-0.72,0.5,0.714,-0.51,-0.17,-0.71,0.44,0.674,1.99682505824711e-10,0.61,0.64,0.53,0.8,0,0.67,0.35,0.28,0.51,0,0.67,0.4,0.32,0.54,0,0.67,0.84,0.66,0.92,0.61,0.64,0.66,0.79,0
"264",1,1284,1,1,0.612414106726646,-0.84789153886959,8,128,4,4,1,3.08643132681027,5.32815250953039,0.17,0.36,-0.2,0.73,0.413,0.17,0.36,-0.07,0.72,0.396,6.96413593830282e-14,0.61,0.81,0.68,0.96,0,0.66,0.41,0.35,0.54,0,0.66,0.44,0.39,0.57,0,0.66,0.78,0.65,0.87,0.61,0.81,0.62,0.76,0
"265",1,1285,1,1,0.668716393876821,0.00295147486031055,8,128,4,4,1,1.16800865552388,5.06731700499853,-0.29,-0.64,-0.91,-0.33,0.104,-0.29,-0.64,-0.91,-0.35,0.085,0.000607449229596846,0.53,0.39,0.31,0.57,0.04,0.44,0.11,0.07,0.25,0.01,0.44,0.15,0.11,0.28,0.01,0.44,0.32,0.22,0.5,0.53,0.39,0.35,0.55,0
"266",1,1286,1,1,0.930812879698351,-0.132894232869148,8,128,4,4,1,1.82942933996441,8.97351841131846,0.2,0.13,-0.15,0.42,0.755,0.2,0.13,-0.11,0.39,0.757,1.56727854886733e-08,0.64,0.64,0.52,0.81,0,0.54,0.24,0.18,0.38,0,0.54,0.28,0.22,0.41,0,0.54,0.53,0.38,0.68,0.64,0.64,0.51,0.69,0
"267",1,1287,1,1,0.480743025429547,0.0546797895804048,8,128,4,4,1,0.865262063452974,8.81672114928563,-0.22,-0.6,-0.9,-0.34,0.13,-0.22,-0.6,-0.87,-0.36,0.142,3.92179704755509e-07,0.32,0.53,0.42,0.69,0,0.16,0.17,0.11,0.31,0,0.16,0.21,0.14,0.34,0,0.16,0.35,0.23,0.53,0.32,0.53,0.38,0.57,0
"268",1,1288,1,1,0.83235924737528,0.675836907699704,8,128,4,4,1,0.975626970820595,6.78791493574778,0.34,0.51,0.29,0.72,0.212,0.34,0.51,0.3,0.7,0.221,0.003755580267997,0.34,0.36,0.27,0.51,0.2,0.15,0.06,0.03,0.16,0.05,0.15,0.09,0.06,0.19,0.26,0.15,0.14,0.09,0.27,0.34,0.36,0.24,0.41,0
"269",1,1289,1,1,0.624001204269007,-0.6550945173949,8,128,4,4,1,3.76544220885262,8.07997261683146,-0.09,0,-0.36,0.36,0.999,-0.09,0,-0.31,0.32,0.999,1.48460270874465e-06,0.61,0.6,0.5,0.81,0,0.51,0.19,0.14,0.33,0,0.51,0.23,0.18,0.36,0,0.51,0.46,0.34,0.62,0.61,0.6,0.48,0.64,0
"270",1,128,1,1,0.734846587525681,-0.824016317725182,2,128,8,8,0.5,7.72315000882372,19.6393656174342,-0.67,-0.5,-0.62,-0.34,0.094,-0.67,-0.5,-0.66,-0.29,0.071,6.99566511803972e-14,0.65,0.67,0.65,0.76,0,0.7,0.55,0.58,0.69,0,0.7,0.63,0.62,0.72,0,0.7,0.7,0.66,0.76,0.65,0.67,0.62,0.7,0
"271",1,1290,1,1,0.925329948309809,-0.970205570105463,8,128,4,4,1,1.45059439759469,7.26950935125351,-0.67,-0.73,-0.95,-0.4,0.059,-0.67,-0.73,-0.95,-0.44,0.072,1.1583034825515e-10,0.45,0.64,0.54,0.79,0,0.35,0.27,0.22,0.41,0,0.35,0.31,0.25,0.43,0,0.35,0.52,0.39,0.65,0.45,0.64,0.48,0.62,0
"272",1,1291,1,1,0.723310134140775,-0.300197498872876,8,128,4,4,1,1.85186139310012,4.60124091307322,-0.25,-0.3,-0.53,-0.05,0.485,-0.25,-0.3,-0.52,-0.07,0.498,0.000576343697262968,0.38,0.46,0.34,0.63,0,0.22,0.1,0.05,0.24,0,0.22,0.14,0.09,0.27,0.02,0.22,0.29,0.18,0.47,0.38,0.46,0.37,0.58,0
"273",1,1292,1,1,0.286767811048776,0.777617701329291,8,128,4,4,1,0.373470830810256,7.17746117909749,0.25,0.22,0.04,0.42,0.623,0.25,0.22,0.06,0.41,0.623,0.0568479848610651,0.21,0.26,0.23,0.46,0.71,0.07,0.03,0.01,0.14,0.18,0.07,0.07,0.04,0.17,0.46,0.07,0.13,0.08,0.28,0.21,0.26,0.2,0.39,0.3
"274",1,1293,1,1,0.459981395862997,0.178376581985503,8,128,4,4,1,0.345393948415294,5.41064650217692,0.62,0.94,0.58,0.96,0.003,0.62,0.94,0.59,0.97,0.003,0.000569670565812727,0.25,0.46,0.34,0.64,0.02,0.11,0.1,0.05,0.22,0.01,0.11,0.13,0.09,0.25,0.04,0.11,0.25,0.16,0.43,0.25,0.46,0.33,0.53,0
"275",1,1294,1,1,0.84235379518941,-0.440255620051175,8,128,4,4,1,2.60430492227897,7.93662771383921,0.4,0.44,-0.14,0.75,0.301,0.4,0.44,-0.09,0.73,0.285,1.51801735381319e-10,0.57,0.66,0.53,0.81,0,0.47,0.32,0.24,0.48,0,0.47,0.36,0.28,0.51,0,0.47,0.68,0.5,0.83,0.57,0.66,0.57,0.75,0
"276",1,1295,1,1,0.525543773313984,-0.465695415623486,8,128,4,4,1,1.6231105371099,7.0897734840711,-0.11,0.12,-0.31,0.49,0.784,-0.11,0.12,-0.24,0.42,0.783,6.16085729808691e-09,0.57,0.59,0.46,0.75,0,0.54,0.27,0.19,0.46,0,0.54,0.31,0.23,0.49,0,0.54,0.62,0.44,0.77,0.57,0.59,0.49,0.69,0
"277",1,1296,1,1,0.73210299690254,-0.952347290702164,8,128,4,4,1,0.306874808310531,7.66192455689112,-0.67,-0.61,-0.83,-0.4,0.139,-0.67,-0.61,-0.82,-0.41,0.129,0.144673869334754,0.06,0.29,0.21,0.5,0.62,0.01,0.02,0,0.13,0.26,0.01,0.05,0.03,0.16,0.67,0.01,0.1,0.06,0.25,0.06,0.29,0.18,0.4,0.19
"278",1,1297,1,1,0.424643766367808,0.952802828047425,8,128,4,4,1,1.27071099726716,7.64654633204142,0.74,0.79,0.47,0.91,0.021,0.74,0.79,0.5,0.91,0.035,5.70130391613647e-05,0.45,0.44,0.36,0.61,0.03,0.32,0.11,0.07,0.23,0,0.32,0.15,0.11,0.26,0.02,0.32,0.25,0.17,0.41,0.45,0.44,0.33,0.51,0
"279",1,1298,1,1,0.742313371272758,0.438926942646503,8,128,4,4,1,0.55324620783329,7.74923218488693,0.89,0.81,0.62,0.96,0.03,0.89,0.81,0.63,0.96,0.025,1.77644631400538e-05,0.33,0.48,0.38,0.66,0.04,0.15,0.11,0.07,0.22,0,0.15,0.14,0.09,0.24,0.03,0.15,0.22,0.14,0.35,0.33,0.48,0.3,0.45,0
"280",1,1299,1,1,0.402208128478378,-0.221496633719653,8,128,4,4,1,1.13818133541383,7.6544052084287,-0.12,-0.24,-0.58,0.05,0.558,-0.12,-0.24,-0.52,0.02,0.595,4.23196182503605e-13,0.68,0.67,0.58,0.82,0,0.67,0.37,0.32,0.5,0,0.67,0.41,0.35,0.52,0,0.67,0.71,0.58,0.82,0.68,0.67,0.57,0.71,0
"281",1,129,1,1,0.0603832397609949,0.172480000182986,2,128,8,8,0.5,0.633802457679994,11.4063887755076,0.44,0.46,0.33,0.58,0.125,0.44,0.46,0.26,0.66,0.109,5.93287346701046e-16,0.53,0.6,0.58,0.67,0.02,0.46,0.48,0.49,0.59,0,0.46,0.54,0.52,0.62,0.01,0.46,0.58,0.54,0.64,0.53,0.6,0.57,0.65,0
"282",1,12,1,1,0.195074719842523,0.150439790915698,2,8,2,2,0.5,1.64948417060077,4.24743938446045,-0.76,-0.31,-0.58,-0.09,0.576,-0.76,-0.31,-0.83,0.09,0.999,0.00828881237890015,0.44,0.49,0.36,0.62,0.15,0.26,0.34,0.21,0.56,0.09,0.26,0.36,0.21,0.57,0.14,0.26,0.39,0.22,0.58,0.44,0.49,0.24,0.75,0
"283",1,1300,1,1,0.70443639322184,-0.239147827029228,8,128,4,4,1,0.881680473813321,7.93614786863327,-0.39,-0.45,-0.66,-0.25,0.285,-0.39,-0.45,-0.63,-0.25,0.291,8.18570496657867e-05,0.32,0.48,0.36,0.65,0.01,0.17,0.11,0.06,0.24,0,0.17,0.15,0.1,0.27,0.01,0.17,0.26,0.16,0.43,0.32,0.48,0.32,0.54,0
"284",1,130,1,1,0.711741697508842,-0.849045975599438,2,128,8,8,0.5,1.81989693942247,11.4482120235761,-0.7,-0.8,-0.93,-0.65,0.004,-0.7,-0.8,-0.93,-0.61,0.003,3.094659629081e-10,0.49,0.6,0.56,0.67,0.08,0.4,0.36,0.39,0.51,0,0.4,0.45,0.44,0.54,0.17,0.4,0.5,0.46,0.57,0.49,0.6,0.53,0.63,0
"285",1,131,1,1,0.00967712118290365,0.59044578531757,2,128,8,8,0.5,0.684411887354217,19.1302020510038,-0.05,-0.1,-0.17,-0.03,0.749,-0.05,-0.1,-0.18,-0.02,0.745,0.00307984143276059,0.28,0.37,0.37,0.46,1,0.13,0.09,0.12,0.22,0.19,0.13,0.17,0.17,0.25,1,0.13,0.19,0.18,0.26,0.28,0.37,0.33,0.42,0
"286",1,132,1,1,0.343365435488522,0.370733042713255,2,128,8,8,0.5,7.94653695402667,19.1750986178716,-0.17,-0.22,-0.38,-0.04,0.468,-0.17,-0.22,-0.4,0.03,0.48,1.30171046732335e-16,0.68,0.74,0.7,0.81,0,0.74,0.65,0.67,0.77,0,0.74,0.72,0.71,0.8,0,0.74,0.79,0.75,0.83,0.68,0.74,0.66,0.73,0
"287",1,133,1,1,0.709697860991582,0.409658677875996,2,128,8,8,0.5,0.570855093908031,19.4198224226634,0.51,0.46,0.38,0.52,0.104,0.51,0.46,0.38,0.56,0.131,0.0195687284049771,0.2,0.31,0.31,0.4,1,0.06,0.05,0.07,0.15,0.32,0.06,0.11,0.11,0.18,1,0.06,0.12,0.12,0.19,0.2,0.31,0.28,0.37,0
"288",1,134,1,1,0.753849198343232,0.61537549039349,2,128,8,8,0.5,0.418641925298143,11.1459874113401,0.75,0.81,0.72,0.9,0.001,0.75,0.81,0.68,0.93,0.002,0.135509818029662,0.12,0.28,0.28,0.36,1,0.02,0.02,0.05,0.14,0.44,0.02,0.09,0.1,0.17,1,0.02,0.1,0.1,0.17,0.12,0.28,0.25,0.35,0.02
"289",1,135,1,1,0.738548777764663,0.509658829309046,2,128,8,8,0.5,1.68912965722848,21.5470172127088,0.41,0.47,0.38,0.55,0.105,0.41,0.47,0.35,0.59,0.111,4.49836898357719e-07,0.47,0.52,0.5,0.62,0.88,0.35,0.23,0.25,0.38,0.01,0.35,0.31,0.29,0.42,0.9,0.35,0.35,0.31,0.43,0.47,0.52,0.45,0.54,0
"290",1,136,1,1,0.376796157332137,0.0993060227483511,2,128,8,8,0.5,1.81012695192127,12.977067399025,0.04,0.13,-0.01,0.26,0.65,0.04,0.13,-0.04,0.29,0.682,1.2208677940219e-13,0.63,0.67,0.64,0.73,0,0.65,0.53,0.55,0.67,0,0.65,0.61,0.6,0.7,0,0.65,0.68,0.63,0.74,0.63,0.67,0.61,0.69,0
"291",1,137,1,1,0.160256616771221,0.177115532103926,2,128,8,8,0.5,1.18579738105182,23.3858177105586,0.52,0.52,0.38,0.64,0.064,0.52,0.52,0.33,0.71,0.094,4.84244036078961e-16,0.65,0.67,0.64,0.73,0,0.67,0.55,0.57,0.67,0,0.67,0.62,0.61,0.7,0,0.67,0.67,0.63,0.72,0.65,0.67,0.61,0.7,0
"292",1,138,1,1,0.81163554196246,0.271448494400829,2,128,8,8,0.5,0.82825138356071,23.2198247869809,0.39,0.37,0.3,0.45,0.19,0.39,0.37,0.27,0.48,0.21,0.00112935331743657,0.24,0.41,0.4,0.5,1,0.09,0.1,0.14,0.24,0.16,0.09,0.19,0.19,0.28,1,0.09,0.21,0.2,0.29,0.24,0.41,0.36,0.46,0
"293",1,139,1,1,0.811071845004335,-0.449831664562225,2,128,8,8,0.5,1.61675089579774,13.6940233667692,-0.63,-0.55,-0.65,-0.44,0.05,-0.63,-0.55,-0.68,-0.41,0.06,7.35241299158457e-06,0.38,0.44,0.43,0.53,0.97,0.23,0.19,0.22,0.33,0.04,0.23,0.27,0.27,0.36,0.98,0.23,0.31,0.29,0.38,0.38,0.44,0.43,0.52,0
"294",1,13,1,1,0.513481402304024,-0.0558447535149753,2,8,2,2,0.5,0.328386953566223,4.48225253820419,-0.08,0.14,-0.06,0.3,0.814,-0.08,0.14,-0.25,0.83,0.667,0.00163291615161272,0.71,0.51,0.43,0.59,0.02,0.67,0.53,0.49,0.63,0,0.67,0.55,0.5,0.63,0.02,0.67,0.57,0.51,0.63,0.71,0.51,0.54,0.72,0
"295",1,1401,1,1,0.229599345242605,0.767334649339318,16,64,2,2,1,0.0493937977589667,4.99454471667608,0.32,0.21,-0.1,0.53,0.73,0.32,0.21,-0.02,0.47,0.999,0.162950629621075,0.04,0.17,0.01,0.4,0.28,0,0.01,-0.01,0.09,0.22,0,0.02,0,0.1,0.28,0,0.04,0,0.21,0.04,0.17,0.02,0.38,0.35
"296",1,1402,1,1,0.666503079701215,0.255225350148976,16,64,2,2,1,1.30772705934942,5.01030002037684,-0.69,-0.79,-0.98,-0.03,0.139,-0.69,-0.79,-0.98,-0.22,0.359,3.66318926825766e-10,0.76,0.98,0.72,1.23,0,0.76,0.43,0.27,0.58,0,0.76,0.44,0.28,0.59,0,0.76,0.83,0.6,0.96,0.76,0.98,0.7,0.84,0
"297",1,1403,1,1,0.962256451370195,-0.0476060602813959,16,64,2,2,1,0.285026415251195,3.81435401837031,-0.18,0.05,-0.24,0.35,0.949,-0.18,0.05,-0.2,0.3,0.999,0.0336327604603062,0.06,0.27,0.05,0.52,0.1,0,0.03,-0.01,0.12,0.08,0,0.04,0,0.13,0.1,0,0.1,0.01,0.29,0.06,0.27,0.09,0.43,0.04
"298",1,1404,1,1,0.351552278036252,-0.469997594598681,16,64,2,2,1,0.74620803585276,4.46356567541758,0.62,0.15,-0.68,0.88,0.82,0.62,0.15,-0.44,0.87,0.648,4.27681175745513e-10,0.79,0.91,0.67,1.15,0,0.84,0.44,0.29,0.6,0,0.84,0.45,0.31,0.61,0,0.84,0.89,0.67,0.98,0.79,0.91,0.74,0.85,0
"299",1,1405,1,1,0.378369957441464,0.621446179226041,16,64,2,2,1,1.77847364777699,4.4389120499293,-0.43,-0.22,-0.91,0.78,0.735,-0.43,-0.22,-0.95,0.62,0.677,1.17901190608287e-10,0.83,0.96,0.72,1.2,0,0.93,0.47,0.31,0.65,0,0.93,0.49,0.32,0.66,0,0.93,0.94,0.75,0.99,0.83,0.96,0.77,0.86,0
"300",1,1406,1,1,0.90991788264364,0.831792839802802,16,64,2,2,1,1.53258995944634,3.49566833178202,0.86,0.8,0.39,0.99,0.141,0.86,0.8,0.45,0.99,0.652,0.000200832913016766,0.55,0.5,0.27,0.74,0.01,0.4,0.12,0.03,0.25,0,0.4,0.12,0.04,0.26,0.01,0.4,0.24,0.08,0.44,0.55,0.5,0.28,0.55,0
"301",1,1407,1,1,0.92672674683854,0.536332109477371,16,64,2,2,1,1.50097347609699,4.37485703229904,-1,-0.75,-0.98,0.03,0.193,-1,-0.75,-0.98,-0.08,0.319,0.000106304809277243,0.36,0.55,0.3,0.8,0,0.17,0.18,0.06,0.35,0,0.17,0.2,0.07,0.36,0,0.17,0.63,0.27,0.88,0.36,0.55,0.48,0.81,0
"302",1,1408,1,1,0.424401881638914,-0.406957866623998,16,64,2,2,1,0.538693810813129,4.44284027020136,-0.95,-0.95,-0.99,-0.53,0.031,-0.95,-0.95,-0.99,-0.57,0.349,0.00105900322710898,0.21,0.46,0.21,0.71,0.02,0.06,0.08,0.01,0.18,0.01,0.06,0.09,0.02,0.19,0.02,0.06,0.17,0.04,0.32,0.21,0.46,0.21,0.47,0
"303",1,1409,1,1,0.520196028752252,0.0135884280316532,16,64,2,2,1,1.23639437695965,4.25858073234558,-0.44,-0.34,-0.96,0.51,0.576,-0.44,-0.34,-0.95,0.26,0.667,2.23557936227834e-07,0.73,0.88,0.62,1.17,0,0.71,0.32,0.2,0.48,0,0.71,0.34,0.21,0.49,0,0.71,0.82,0.53,0.96,0.73,0.88,0.66,0.84,0
"304",1,140,1,1,0.232882326003164,0.269177470821887,2,128,8,8,0.5,0.911832535669673,10.0105627775192,0.51,0.5,0.36,0.62,0.089,0.51,0.5,0.35,0.62,0.085,4.70265414478643e-11,0.59,0.65,0.61,0.73,0.12,0.52,0.37,0.39,0.5,0,0.52,0.44,0.43,0.53,0.19,0.52,0.49,0.45,0.56,0.59,0.65,0.54,0.62,0
"305",1,1410,1,1,0.605617268476635,-0.40549546526745,16,64,2,2,1,1.75701175350696,4.27238953908285,-0.39,-0.11,-0.41,0.19,0.878,-0.39,-0.11,-0.38,0.15,0.999,0.115480705825761,0.06,0.2,0.02,0.43,0.22,0,0.01,-0.01,0.1,0.17,0,0.02,0,0.11,0.22,0,0.05,0,0.24,0.06,0.2,0.02,0.39,0.26
